Time,ClimateRegionName,ClimateRegionIndex,NumSites,NEEC,SOMTC,AGB,AG_NPPC,BG_NPPC,Litterfall,AgeMortality,MineralN,TotalN,GrossMineralization,C_LiveLeaf,C_LiveFRoot,C_LiveWood,C_LiveCRoot,C_DeadWood,C_DeadCRoot,C_DeadLeaf_Struc,C_DeadLeaf_Meta,C_DeadFRoot_Struc,C_DeadFRoot_Meta,C_SOM1surf,C_SOM1soil,C_SOM2,C_SOM3,N_Leaf,N_FRoot,N_Wood,N_CRoot,N_DeadWood,N_DeadCRoot,N_DeadLeaf_Struc,N_DeadLeaf_Meta,N_DeadFRoot_Struc,N_DeadFRoot_Meta,N_SOM1surf,N_SOM1soil,N_SOM2,N_SOM3,SurfStrucNetMin,SurfMetaNetMin,SoilStrucNetMin,SoilMetaNetMin,SOM1surfNetMin,SOM1soilNetMin,SOM2NetMin,SOM3NetMin,TotalNdep,LeachedC,LeachedN,FireCEfflux,FireNEfflux,Nuptake,Nresorbed,TotalSoilN,Nvol,FrassC,
4, eco7, 7, 521671, 111.3, 841.5, 36192.1, 35.4, 9.6, 8.3, 446.6, 13.75, 172.2, 4.8, 13.6, 8.3, 16997.5, 3077.8, 1507, 274.4, 5.9, 9.5, 3, 6.3, 224.4, 109.8, 41.4, 465.9, 0.4, 0.2, 44.3, 36.2, 3.9, 3.1, 0, 0.3, 0, 0.2, 1.9, 11.2, 1.5, 55.3, 0, 0, 0, 0, 0.1, 3.1, -0.9, 0, 0.04, 5.43, 0.69, 0.2, 0, 0.3, 0.1, 84.1, 3.49, 0, 
4, eco8, 8, 580739, 26.2, 569.6, 2477.8, 12, 3.4, 2.7, 37.8, 17.45, 88.7, 4.3, 4.7, 2.8, 1160.2, 229.7, 125.1, 28.9, 1.6, 2.8, 0.8, 2, 27.1, 65.8, 13.7, 463, 0.1, 0.1, 2.9, 2.4, 0.3, 0.2, 0, 0.1, 0, 0.1, 1, 8.2, 1, 54.9, 0, 0, 0, 0, 0.1, 3, 0.5, 0, 0.03, 0.96, 0.27, 0, 0, 0, 0, 82.7, 4.38, 0, 
4, eco9, 9, 336263, -10.7, 310.9, 1604.6, 25.9, 7.2, 4.7, 38.5, 8.41, 46.7, 1.9, 10.4, 6.2, 744.1, 148.1, 176.4, 34.3, 3.4, 5.6, 1.6, 4.1, 20.9, 44.1, 10.4, 235.4, 0.2, 0.1, 1.9, 0.5, 0.4, 0.1, 0, 0.1, 0, 0.1, 1.1, 4.9, 0.8, 28, 0, 0, 0, 0, 0, 1.4, 0.1, 0, 0.06, 2.71, 0.66, 0, 0, 0, 0, 43.5, 2.16, 0, 
4, eco10, 10, 254883, 442.1, 1398.6, 153219.9, 44.5, 10.7, 7.1, 1815.8, 9.09, 399.8, 7.5, 21.4, 14.5, 71992.7, 9247.1, 5992, 781.6, 5.4, 7, 3, 5, 796.6, 153.9, 115.3, 332.8, 0.6, 0.3, 198.3, 107.2, 16.4, 9.1, 0, 0.2, 0, 0.2, 3.2, 14, 1.5, 39.6, 0, 0, 0, 0, 0.2, 4.7, -5.1, 0, 0.04, 4.01, 0.6, 1.6, 0, 0.4, 0.1, 67.8, 2.47, 0, 
5, eco1, 1, 472775, 70.6, 683.2, 14182.1, 39.3, 10.9, 7.5, 192.5, 12.21, 107.1, 4.1, 14.8, 9, 6650.1, 1129.7, 926.9, 151.8, 5.9, 10.3, 3.1, 7.5, 158.4, 64.1, 25.6, 435.1, 0.4, 0.2, 17.3, 12.3, 2.4, 1.5, 0, 0.3, 0, 0.2, 1.6, 6.6, 0.8, 51.3, 0, 0, 0, 0, 0.1, 2.9, -0.6, 0, 0.07, 6.62, 1.27, 0.1, 0, 0.2, 0.1, 73.1, 3.14, 0, 
5, eco2, 2, 369410, -15.9, 135.5, 1181.3, 27.3, 7.6, 3.9, 35.1, 6.13, 23.5, 1.2, 8.5, 5.1, 547.3, 109.5, 162.8, 32.6, 3.2, 5.6, 1.5, 4, 19.6, 10.4, 2.9, 102.5, 0.2, 0.1, 1.4, 0.3, 0.4, 0.1, 0, 0.1, 0, 0.1, 0.9, 1.3, 0.1, 12.2, 0, 0, 0, 0, 0.1, 0.9, 0, 0, 0.03, 0.58, 0.13, 0.1, 0, 0, 0, 21, 1.6, 0, 
5, eco3, 3, 292243, 135.1, 1232.4, 19415.6, 42, 11.5, 9.7, 258.1, 25.5, 190.6, 7.6, 15, 9, 9110.7, 1718.5, 864.3, 180.6, 6.3, 10.6, 3.6, 7.7, 246.9, 104.6, 35, 845.9, 0.4, 0.2, 24.3, 20, 2.3, 1.9, 0, 0.3, 0, 0.3, 2.3, 11.6, 1.4, 100, 0, 0, 0, -0.1, 0.2, 5, -1.1, 0, 0.06, 1.25, 0.89, 0, 0, 0.2, 0.1, 141.4, 6.59, 0, 
5, eco4, 4, 482063, 340.8, 1230.3, 49765.4, 57, 15.7, 12.4, 635.4, 10.29, 195.1, 8.1, 20.4, 12.3, 23369.3, 4133.7, 2179.2, 407.1, 9.1, 15.7, 5.1, 11, 646.9, 137, 68.5, 378, 0.5, 0.3, 62.4, 49, 5.8, 4.6, 0, 0.4, 0, 0.4, 2.9, 12, 1.5, 44.9, 0, -0.1, 0, -0.1, 0.2, 4.4, -3.4, 0, 0.06, 3.47, 0.66, 0.2, 0, 0.4, 0.1, 72.5, 2.66, 0, 
5, eco5, 5, 279971, 931.9, 2422.4, 152323.4, 55.5, 14.5, 11.5, 1861.4, 7.11, 438.9, 14.1, 22.3, 14.5, 71566.7, 11056.8, 7033.5, 1126, 9, 14.1, 5.5, 9.4, 1607.7, 277.1, 193.8, 343.7, 0.6, 0.3, 191.6, 135.9, 18.6, 13.8, 0, 0.5, 0, 0.4, 5.5, 20.8, 2.7, 40.9, 0, 0, 0, 0, 0.4, 7.8, -9, 0, 0.07, 5.82, 0.83, 0.3, 0, 0.5, 0.1, 77.9, 1.88, 0, 
5, eco6, 6, 936093, 10, 439.3, 2699.4, 25.4, 7.1, 5, 50.6, 12.39, 67.2, 3, 9.4, 5.6, 1259.8, 247.9, 208.3, 46.8, 3.8, 7, 1.9, 5, 39.5, 35.5, 8.4, 356, 0.2, 0.1, 3.2, 2.2, 0.5, 0.3, 0, 0.2, 0, 0.1, 1, 4.2, 0.5, 42.1, 0, 0, 0, 0, 0.1, 2.1, 0.1, 0, 0.05, 2.73, 0.55, 0, 0, 0.1, 0, 60.6, 3.19, 0, 
5, eco7, 7, 521671, 195, 928.8, 35260.1, 44.7, 12.3, 8.8, 440.6, 12.64, 168.1, 6.3, 14.9, 9.1, 16557.9, 2997.5, 1688.7, 312.5, 6.7, 11.2, 3.5, 7.4, 322.9, 98.8, 40.6, 466.5, 0.4, 0.2, 43.1, 35.3, 4.4, 3.5, 0, 0.3, 0, 0.3, 2.1, 9.3, 1.2, 55.4, 0, 0, 0, 0, 0.2, 4, -1.9, 0, 0.05, 9.31, 0.94, 0.1, 0, 0.3, 0.1, 81.2, 3.24, 0, 
5, eco8, 8, 580739, 28.6, 551.8, 2413, 9.5, 2.7, 2.5, 35.1, 15.97, 84.3, 3.6, 4.2, 2.5, 1130.2, 223.7, 143.4, 33.3, 1.8, 3.4, 1, 2.4, 33.2, 45.9, 9.4, 463.3, 0.1, 0.1, 2.8, 2.3, 0.4, 0.3, 0, 0.1, 0, 0.1, 1, 5.6, 0.7, 54.9, 0, 0, 0, 0, 0.1, 2.5, 0.3, 0, 0.04, 1.77, 0.42, 0, 0, 0, 0, 78.3, 4.1, 0, 
5, eco9, 9, 336263, -12.7, 301, 1546.8, 31.1, 8.7, 5.2, 41.8, 7.5, 44.2, 1.8, 11.3, 6.8, 715.9, 142.5, 214.5, 41.7, 4.1, 7.2, 2, 5.3, 27.6, 31.8, 6.1, 235.5, 0.3, 0.1, 1.8, 0.5, 0.5, 0.1, 0, 0.2, 0, 0.1, 1.1, 3.4, 0.5, 28, 0, 0, 0, 0, 0.1, 1.4, 0, 0, 0.07, 6.46, 0.93, 0.1, 0, 0, 0, 40.8, 1.94, 0, 
5, eco10, 10, 254883, 794.9, 1860.1, 148763.4, 46.4, 11.3, 7.5, 1762.1, 7.54, 396.4, 12.8, 24.4, 16.5, 69893.6, 8964.5, 6942.4, 890.9, 6.2, 8.2, 3.7, 5.9, 1201.9, 189.1, 135.2, 333.9, 0.7, 0.4, 192.6, 103.8, 18.9, 10.4, 0, 0.3, 0, 0.2, 4.3, 15.8, 1.6, 39.7, 0, 0, 0, 0, 0.3, 8, -9.2, 0, 0.05, 8.37, 0.82, 1.7, 0, 0.4, 0.1, 69.6, 2.01, 0, 
6, eco1, 1, 472775, 61.5, 731.7, 13205.6, 34.4, 9.5, 7.5, 177.4, 10.27, 103.7, 2.5, 14.4, 8.8, 6192, 1045.3, 1277.3, 181.7, 6.8, 12.2, 3.8, 9, 205, 60.2, 31.2, 435.3, 0.4, 0.2, 16.1, 11.4, 3.3, 1.8, 0, 0.3, 0, 0.3, 1.7, 5.8, 0.8, 51.4, 0, 0, 0, 0, 0.1, 1.7, -0.7, 0, 0.04, 0.86, 0.34, 1.5, 0, 0.2, 0.1, 70.6, 2.73, 0, 
6, eco2, 2, 369410, -14.7, 137.6, 1136, 20.9, 5.8, 4.1, 29.5, 5.13, 22.3, 0.6, 8.4, 5.1, 526.1, 105.2, 190.8, 37.6, 4, 7.1, 1.8, 4.9, 23.8, 8.5, 2.8, 102.5, 0.2, 0.1, 1.3, 0.3, 0.5, 0.1, 0, 0.2, 0, 0.1, 0.9, 1, 0.1, 12.2, 0, 0, 0, 0, 0, 0.4, -0.1, 0, 0.01, 0.09, 0.02, 0.1, 0, 0, 0, 19.7, 1.36, 0, 
6, eco3, 3, 292243, 146.9, 1291.3, 18551.6, 44.2, 12.1, 9.4, 249.4, 22.15, 184.5, 6.3, 14.7, 8.9, 8705.1, 1641.9, 1082.6, 205.1, 6.8, 11.8, 4.1, 8.7, 314.4, 92.8, 37.5, 846.6, 0.4, 0.2, 23.2, 19.2, 2.9, 2.1, 0, 0.3, 0, 0.3, 2.5, 9.9, 1.2, 100.1, 0, 0, 0, -0.1, 0.2, 4, -1.7, 0, 0.03, 0.16, 0.23, 1.8, 0, 0.2, 0.1, 136.5, 5.8, 0, 
6, eco4, 4, 482063, 321.3, 1387.7, 47768.9, 55.6, 15.3, 12.2, 608.4, 8.71, 192.1, 7.1, 20.3, 12.3, 22431.5, 3962.9, 2685.9, 465.7, 10.3, 17.9, 5.9, 12.8, 784, 143.4, 81.4, 378.8, 0.5, 0.3, 59.9, 47, 7.1, 5.2, 0.1, 0.5, 0, 0.4, 3.4, 12.3, 1.6, 45, 0, 0, 0, -0.1, 0.2, 3.8, -3.6, 0, 0.04, 0.82, 0.21, 2.4, 0, 0.4, 0.1, 72.1, 2.31, 0, 
6, eco5, 5, 279971, 872.2, 2899.6, 147131.7, 52.2, 13.6, 11.9, 1792.1, 6.01, 436.1, 13.3, 23.7, 15.5, 69130, 10662.9, 8253.3, 1280.5, 10.7, 16.6, 6.7, 11.3, 2006.9, 315, 232.3, 345.4, 0.7, 0.4, 185.1, 131.1, 21.9, 15.7, 0.1, 0.5, 0, 0.5, 6.6, 23.3, 3.2, 41.1, 0, 0, 0, 0, 0.4, 7.4, -8.9, 0, 0.03, 1.09, 0.17, 4.5, 0, 0.5, 0.1, 81.3, 1.59, 0, 
6, eco6, 6, 936093, -2.7, 440.7, 2617, 23.2, 6.5, 4.9, 48, 10.46, 64.4, 1.4, 9.3, 5.5, 1221.2, 240.4, 244.3, 53.8, 4.4, 8.2, 2.3, 5.9, 46.9, 29.5, 8.2, 356.1, 0.2, 0.1, 3.1, 2.2, 0.6, 0.3, 0, 0.2, 0, 0.2, 1, 3.4, 0.4, 42.2, 0, 0, 0, 0, 0.1, 1, -0.1, 0, 0.02, 0.39, 0.13, 0.1, 0, 0.1, 0, 57.9, 2.77, 0, 
6, eco7, 7, 521671, 203.1, 1044.4, 33136.3, 39.5, 10.8, 8.5, 411.9, 10.89, 164, 5, 14.5, 8.9, 15560.2, 2810.7, 2395, 368, 7.6, 12.9, 4.1, 8.6, 428.9, 98.8, 49.7, 467, 0.4, 0.2, 40.5, 33.1, 6.2, 4.1, 0, 0.4, 0, 0.3, 2.4, 8.8, 1.1, 55.4, 0, 0, 0, 0, 0.1, 2.9, -2.1, 0, 0.03, 2.92, 0.3, 3, 0, 0.3, 0.1, 79.4, 2.86, 0, 
6, eco8, 8, 580739, 12, 546.5, 2352.8, 12, 3.4, 2.4, 36.4, 13.81, 80.7, 2, 4.3, 2.6, 1101.7, 218.1, 164.2, 37.9, 2.1, 3.9, 1.1, 2.7, 38.6, 35.8, 8.6, 463.4, 0.1, 0.1, 2.8, 2.3, 0.4, 0.3, 0, 0.1, 0, 0.1, 1, 4.3, 0.5, 54.9, 0, 0, 0, 0, 0.1, 1.4, 0.1, 0, 0.02, 0.23, 0.09, 0, 0, 0, 0, 74.7, 3.61, 0, 
6, eco9, 9, 336263, -8.9, 300.1, 1469.8, 27.2, 7.6, 5.5, 37.1, 6.64, 42.4, 1.4, 11, 6.6, 680.1, 135.3, 253.7, 48.2, 4.7, 8.6, 2.4, 6.5, 35.4, 23.4, 5.7, 235.6, 0.3, 0.1, 1.7, 0.4, 0.6, 0.2, 0, 0.2, 0, 0.2, 1.1, 2.5, 0.4, 28, 0, 0, 0, 0, 0.1, 1, 0, 0, 0.04, 1.22, 0.27, 0.2, 0, 0, 0, 39.1, 1.73, 0, 
6, eco10, 10, 254883, 707.3, 2266.1, 143085.7, 43.3, 10.5, 7.7, 1691.5, 6.15, 392.7, 11.1, 26.4, 17.9, 67224.5, 8582.5, 8589.8, 1028.6, 7.5, 9.6, 4.5, 7.1, 1548.3, 218.1, 164.8, 334.9, 0.7, 0.4, 185.6, 99.1, 23.3, 12, 0, 0.3, 0, 0.3, 5.3, 17.8, 1.9, 39.9, 0, 0, 0, 0, 0.3, 7, -8.3, 0, 0.03, 3.78, 0.32, 6.2, 0, 0.4, 0.1, 71.6, 1.65, 0, 
7, eco1, 1, 472775, 134.1, 819.9, 11998.7, 46.2, 12.8, 7.4, 169.9, 8.97, 100.4, 3.9, 15.5, 9.5, 5623.5, 941.9, 1630.9, 204.1, 6.7, 12.6, 3.9, 9.5, 290.9, 58.3, 35.2, 435.6, 0.4, 0.2, 14.7, 10.2, 4.2, 2, 0, 0.3, 0, 0.3, 2, 5.1, 0.6, 51.4, 0, 0, 0, -0.1, 0.1, 2.5, -1.4, 0, 0.05, 3.03, 0.49, 3.1, 0, 0.2, 0.1, 68.7, 2.36, 0, 
7, eco2, 2, 369410, -4.9, 142.9, 1056.2, 17, 4.8, 3.9, 25.4, 4.28, 21.2, 0.6, 7.5, 4.5, 489.4, 97.9, 225.3, 42, 4.2, 7.8, 1.9, 5.4, 30.3, 7.3, 2.7, 102.6, 0.2, 0.1, 1.2, 0.3, 0.6, 0.1, 0, 0.2, 0, 0.1, 0.9, 0.8, 0.1, 12.2, 0, 0, 0, 0, 0, 0.4, -0.1, 0, 0.02, 0.11, 0.03, 0.4, 0, 0, 0, 18.7, 1.14, 0, 
7, eco3, 3, 292243, 150.5, 1353, 18061.1, 50.6, 13.9, 9.8, 248.2, 18.87, 179.6, 5.9, 16.1, 9.8, 8473.7, 1598.1, 1122.7, 219.9, 7.2, 12.8, 4.4, 9.3, 381, 87.3, 37.5, 847.2, 0.4, 0.2, 22.6, 18.7, 3, 2.3, 0, 0.3, 0, 0.3, 2.7, 8.9, 1.1, 100.2, 0, 0, 0, -0.1, 0.2, 3.6, -2.2, 0, 0.03, 0.31, 0.2, 0.2, 0, 0.2, 0.1, 132.4, 4.97, 0, 
7, eco4, 4, 482063, 442.6, 1595.5, 45642, 63.5, 17.5, 12.2, 585.5, 7.47, 189.2, 9.1, 21.3, 12.9, 21431.1, 3781.9, 3099.6, 503.4, 10.4, 18.9, 6.2, 13.5, 969.9, 157.6, 88, 380, 0.5, 0.3, 57.3, 44.9, 8.2, 5.6, 0.1, 0.5, 0, 0.4, 4, 13.1, 1.7, 45.2, 0, -0.1, 0, -0.1, 0.3, 5.1, -5.2, 0, 0.04, 2.84, 0.33, 3.9, 0, 0.4, 0.1, 72.4, 1.96, 0, 
7, eco5, 5, 279971, 1365.7, 3626.6, 139163.4, 55.6, 14.5, 11.6, 1694.8, 4.89, 430.6, 19.1, 23.9, 15.7, 65381.7, 10052.2, 10078.5, 1403.7, 10.9, 17.2, 7.5, 12.3, 2617, 380.2, 281.5, 347.9, 0.7, 0.4, 175.1, 123.4, 26.8, 17.3, 0.1, 0.5, 0, 0.5, 8.4, 27.5, 3.7, 41.5, 0, 0, 0, 0, 0.5, 10.3, -13.3, 0, 0.05, 4.96, 0.48, 20.5, 0.1, 0.5, 0.1, 87.1, 1.33, 0, 
7, eco6, 6, 936093, -0.1, 443.9, 2537.2, 29.9, 8.4, 5.1, 51.6, 9.08, 62.1, 1.8, 10.2, 6.1, 1182.7, 232.8, 276.1, 59.8, 4.5, 8.9, 2.3, 6.2, 57.6, 23, 7.1, 356.2, 0.2, 0.1, 3, 2.1, 0.7, 0.4, 0, 0.2, 0, 0.2, 1.1, 2.6, 0.3, 42.2, 0, 0, 0, 0, 0.1, 1.2, -0.2, 0, 0.03, 0.43, 0.11, 0.2, 0, 0.1, 0, 55.6, 2.37, 0, 
7, eco7, 7, 521671, 345.1, 1225.4, 31061.4, 34.2, 9.3, 8, 384.4, 9.56, 160.2, 6.8, 13.7, 8.5, 14585.9, 2628.9, 2893.5, 400.1, 7.5, 13.3, 4.2, 8.7, 592.9, 106.6, 58.4, 467.6, 0.4, 0.2, 38, 30.9, 7.5, 4.5, 0, 0.4, 0, 0.3, 2.9, 8.8, 1.2, 55.5, 0, 0, 0, -0.1, 0.2, 3.7, -3.3, 0, 0.03, 2.51, 0.24, 3.6, 0, 0.3, 0.1, 78.7, 2.48, 0, 
7, eco8, 8, 580739, 12.7, 542.5, 2294.9, 13.7, 3.9, 2.5, 37, 12.01, 77.6, 1.9, 4.7, 2.8, 1074.2, 212.7, 182.3, 41.9, 2.2, 4.3, 1.2, 2.9, 45, 27, 7, 463.6, 0.1, 0.1, 2.7, 2.2, 0.5, 0.3, 0, 0.1, 0, 0.1, 0.9, 3.2, 0.4, 55, 0, 0, 0, 0, 0.1, 1.3, 0, 0, 0.02, 0.45, 0.1, 0, 0, 0, 0, 71.7, 3.12, 0, 
7, eco9, 9, 336263, -14.1, 304.3, 1344.1, 32.3, 9.1, 5.4, 39, 5.61, 40.8, 1.1, 11.4, 6.9, 620.4, 123.5, 315, 55.8, 5, 9.6, 2.7, 7.4, 45.2, 18.2, 5.3, 235.6, 0.3, 0.1, 1.6, 0.4, 0.8, 0.2, 0, 0.2, 0, 0.2, 1.1, 1.9, 0.3, 28, 0, 0, 0, 0, 0.1, 0.8, -0.1, 0, 0.05, 1.69, 0.37, 0.7, 0, 0, 0, 37.4, 1.5, 0, 
7, eco10, 10, 254883, 1284.8, 2967.6, 135505.9, 44.4, 10.6, 7.6, 1601.9, 5.08, 387.4, 18.3, 27.5, 18.8, 63660.9, 8044.3, 10318.4, 1114.5, 7.5, 9.8, 4.9, 7.5, 2155.9, 276.5, 198.9, 336.3, 0.7, 0.4, 176.3, 92.5, 27.7, 13, 0, 0.3, 0, 0.3, 6.9, 21.5, 2.5, 40.1, 0, 0, 0, 0, 0.5, 10.9, -13.6, 0, 0.04, 6.13, 0.42, 16.3, 0.1, 0.4, 0.1, 76.8, 1.33, 0, 
8, eco1, 1, 472775, 121.3, 893.8, 11547.9, 43.2, 11.9, 8.1, 162.8, 7.41, 98.2, 3.2, 16.5, 10.1, 5411.3, 904.5, 1656.8, 215.1, 7.2, 13.7, 4.1, 10.1, 360.8, 59.3, 37.8, 435.9, 0.4, 0.2, 14.1, 9.8, 4.3, 2, 0, 0.4, 0, 0.3, 2.2, 4.9, 0.6, 51.5, 0, 0, 0, -0.1, 0.1, 2, -1.6, 0, 0.05, 1.59, 0.35, 0.6, 0, 0.2, 0.1, 67.3, 1.99, 0, 
8, eco2, 2, 369410, -0.1, 147.5, 1007.5, 9.9, 2.8, 3.4, 19.3, 3.5, 20.3, 0.4, 6, 3.6, 468, 93.6, 242.3, 44.9, 4.6, 8.6, 2.1, 5.9, 35.1, 6.9, 2.9, 102.6, 0.1, 0.1, 1.2, 0.3, 0.6, 0.1, 0, 0.2, 0, 0.2, 1, 0.8, 0.1, 12.2, 0, 0, 0, 0, 0, 0.2, -0.1, 0, 0.01, 0.04, 0.01, 0.2, 0, 0, 0, 17.9, 0.94, 0, 
8, eco3, 3, 292243, 191.8, 1442.1, 17014.5, 49.5, 13.6, 10, 235.1, 15.73, 175, 5.7, 16.2, 9.8, 7981.4, 1505.1, 1356.6, 238.5, 7.5, 13.6, 4.6, 9.9, 463.9, 88.6, 41.7, 847.9, 0.4, 0.2, 21.3, 17.6, 3.6, 2.5, 0, 0.3, 0, 0.3, 2.9, 8.7, 1, 100.3, 0, -0.1, 0, -0.1, 0.2, 3.4, -2.7, 0, 0.03, 0.18, 0.15, 3.9, 0, 0.2, 0.1, 129.4, 4.18, 0, 
8, eco4, 4, 482063, 512.4, 1797.2, 43966.2, 61.8, 17, 12.9, 563.3, 6.56, 187.1, 10.8, 22, 13.4, 20643, 3640.5, 3249.3, 521.3, 10.7, 19.9, 6.4, 13.9, 1153.9, 169.6, 92.5, 381.2, 0.6, 0.3, 55.2, 43.2, 8.6, 5.8, 0.1, 0.5, 0, 0.5, 4.6, 14.1, 1.8, 45.4, 0, -0.1, 0, -0.1, 0.4, 6.1, -6.3, 0, 0.04, 1.48, 0.17, 3.4, 0, 0.4, 0.1, 73.5, 1.7, 0, 
8, eco5, 5, 279971, 1620.2, 4287.6, 135112.4, 61.3, 15.9, 12.6, 1645.1, 4.38, 428.8, 26.2, 26.3, 17.3, 63474.8, 9750.7, 9930.9, 1425.5, 11.3, 18.2, 7.9, 12.7, 3218.8, 431.4, 286.6, 350.7, 0.7, 0.4, 170, 119.6, 26.4, 17.5, 0.1, 0.6, 0, 0.5, 10.1, 32.2, 4.3, 42, 0, 0, 0, 0, 0.8, 14.4, -17.6, 0, 0.05, 3.73, 0.37, 3.6, 0, 0.5, 0.2, 94.1, 1.12, 0, 
8, eco6, 6, 936093, 0.3, 451.2, 2465.8, 26, 7.3, 5.3, 48.2, 7.55, 60.2, 1.2, 10.2, 6.1, 1149.2, 226.2, 300.2, 65.2, 4.8, 9.7, 2.5, 6.7, 67.7, 20.2, 7, 356.3, 0.2, 0.1, 2.9, 2, 0.8, 0.4, 0, 0.2, 0, 0.2, 1.1, 2.2, 0.3, 42.2, 0, 0, 0, 0, 0.1, 0.8, -0.2, 0, 0.03, 0.22, 0.09, 0.1, 0, 0.1, 0.1, 53.7, 2.01, 0, 
8, eco7, 7, 521671, 304.5, 1368.6, 29772.4, 27.2, 7.3, 7.5, 365.6, 8.02, 157.5, 5.8, 12.4, 7.7, 13981.6, 2518.8, 3093.1, 424.5, 7.8, 14, 4.4, 9.1, 722.5, 113.5, 64.5, 468.1, 0.4, 0.2, 36.5, 29.6, 8, 4.7, 0, 0.4, 0, 0.3, 3.3, 9.2, 1.2, 55.6, 0, 0, 0, 0, 0.2, 3.2, -3.2, 0, 0.03, 2.68, 0.22, 2.1, 0, 0.2, 0.1, 78.1, 2.12, 0, 
8, eco8, 8, 580739, 8.4, 544, 2235.9, 13.9, 3.9, 2.7, 36.4, 10.09, 74.9, 1.3, 4.9, 2.9, 1046.2, 207.1, 199.9, 45.8, 2.4, 4.8, 1.3, 3.2, 51.5, 22.3, 6.5, 463.7, 0.1, 0.1, 2.6, 2.2, 0.5, 0.4, 0, 0.1, 0, 0.1, 0.9, 2.5, 0.3, 55, 0, 0, 0, 0, 0.1, 0.8, -0.1, 0, 0.02, 0.25, 0.09, 0, 0, 0, 0, 69.1, 2.67, 0, 
8, eco9, 9, 336263, -17.8, 310.6, 1304.6, 33.6, 9.4, 5.7, 39.4, 4.66, 39.6, 0.9, 12.5, 7.5, 601.1, 119.6, 338.5, 61.7, 5.5, 10.7, 2.9, 8.2, 54.1, 15.6, 5.2, 235.7, 0.3, 0.2, 1.5, 0.4, 0.9, 0.2, 0, 0.2, 0, 0.2, 1.2, 1.6, 0.2, 28, 0, 0, 0, 0, 0.1, 0.6, -0.2, 0, 0.05, 0.72, 0.22, 0.1, 0, 0, 0, 36.2, 1.25, 0, 
8, eco10, 10, 254883, 1069.8, 3469.8, 131856.6, 43.2, 10.3, 7.9, 1557, 4.45, 385.7, 17.1, 29.2, 20, 61945.5, 7820.1, 10592.7, 1171.7, 8.3, 10.8, 5.4, 8.2, 2605.4, 308.4, 218.3, 337.7, 0.8, 0.5, 171.6, 89.8, 28.5, 13.7, 0, 0.3, 0, 0.3, 8.2, 24.4, 2.8, 40.4, 0, 0, 0, 0, 0.5, 10.6, -12.5, 0, 0.03, 4.48, 0.28, 2.5, 0, 0.4, 0.1, 80.9, 1.13, 0, 
9, eco1, 1, 472775, 137.6, 975.1, 11225.1, 43.1, 11.9, 8.4, 157.7, 5.76, 96, 3.1, 17.2, 10.5, 5257.8, 878.1, 1599.1, 223, 7.4, 14.5, 4.4, 10.9, 435.1, 61.5, 42.3, 436.2, 0.4, 0.2, 13.7, 9.5, 4.1, 2.1, 0, 0.4, 0, 0.3, 2.4, 4.8, 0.6, 51.5, 0, 0, 0, -0.1, 0.2, 1.9, -1.7, 0, 0.12, 3.83, 0.85, 0.3, 0, 0.2, 0.1, 65.9, 1.61, 0, 
9, eco2, 2, 369410, -9.4, 155, 968.2, 21.1, 5.9, 3.2, 27.7, 2.82, 19.7, 0.4, 7, 4.2, 448.7, 89.7, 259.7, 49.1, 4.4, 8.7, 2.1, 6.1, 42.2, 6.8, 3.3, 102.6, 0.2, 0.1, 1.1, 0.3, 0.7, 0.2, 0, 0.2, 0, 0.2, 1, 0.7, 0.1, 12.2, 0, 0, 0, 0, 0.1, 0.3, -0.2, 0, 0.04, 0.26, 0.11, 0.2, 0, 0, 0, 17.2, 0.77, 0, 
9, eco3, 3, 292243, 188.5, 1527.3, 16484.4, 46.4, 12.7, 10.2, 226, 12.53, 171.2, 5.1, 16.2, 9.9, 7731.7, 1457.7, 1355.2, 250.7, 7.7, 14.3, 5, 10.7, 539.1, 92.6, 47, 848.6, 0.4, 0.2, 20.6, 17.1, 3.6, 2.6, 0, 0.4, 0, 0.4, 3.1, 8.8, 1, 100.5, 0, -0.1, 0, -0.1, 0.2, 3, -2.7, 0, 0.06, 0.33, 0.53, 0.9, 0, 0.2, 0.1, 126.7, 3.43, 0, 
9, eco4, 4, 482063, 531, 2019.8, 42499.9, 64, 17.7, 13, 545.9, 5.2, 184.8, 10.1, 22.9, 14, 19951.1, 3516, 3250.3, 542.9, 10.6, 20.3, 6.8, 14.7, 1343.6, 185.1, 108.4, 382.7, 0.6, 0.3, 53.3, 41.7, 8.6, 6, 0.1, 0.5, 0, 0.5, 5.2, 15.3, 1.9, 45.7, 0, -0.1, 0, -0.1, 0.4, 5.7, -6.4, 0, 0.09, 5.74, 0.71, 2.5, 0, 0.4, 0.1, 74.3, 1.45, 0, 
9, eco5, 5, 279971, 1407.4, 4901.9, 130846, 49.8, 12.9, 12.5, 1585.6, 3.45, 426.2, 21, 26.3, 17.4, 61469.1, 9430.7, 10078, 1501.5, 12, 19.3, 8.8, 14, 3730.9, 473.6, 343.7, 353.7, 0.7, 0.4, 164.6, 115.7, 26.8, 18.5, 0.1, 0.6, 0, 0.6, 11.6, 36, 4.8, 42.5, 0, 0, 0, 0, 0.8, 11.9, -15, 0, 0.11, 9.79, 0.99, 6.7, 0, 0.5, 0.2, 99.6, 0.99, 0, 
