Time,SpeciesName,NumCohortsPlanting,NumCohortsSerotiny,NumCohortsResprout,NumCohortsSeed,
3, 361, 0, 0, 7, 696, 
3, 362, 0, 0, 0, 0, 
3, 375, 0, 0, 0, 0, 
3, 404, 0, 0, 0, 0, 
3, 461, 0, 0, 0, 13, 
3, 462, 0, 0, 0, 25, 
3, 463, 0, 0, 0, 484, 
3, 475, 0, 0, 0, 0, 
3, 540, 0, 0, 0, 0, 
3, 542, 0, 0, 0, 0, 
3, 544, 0, 0, 0, 0, 
3, 547, 0, 0, 0, 0, 
3, 549, 0, 0, 0, 0, 
3, 602, 0, 0, 0, 0, 
3, 603, 0, 0, 0, 0, 
3, 604, 0, 0, 4, 63, 
3, 605, 0, 0, 0, 0, 
3, 606, 0, 0, 10, 23, 
3, 631, 0, 0, 25, 243, 
3, 730, 0, 0, 0, 0, 
3, 732, 0, 0, 11, 0, 
3, 742, 0, 0, 1, 22, 
3, 745, 0, 0, 5, 18, 
3, 746, 0, 0, 0, 1, 
3, 747, 0, 0, 0, 0, 
3, 748, 0, 0, 18, 10, 
3, 749, 0, 0, 0, 17, 
3, 763, 0, 0, 6, 140, 
3, 766, 0, 0, 0, 0, 
3, 768, 0, 0, 0, 1, 
3, 801, 0, 0, 56, 12778, 
3, 803, 0, 0, 5, 672, 
3, 805, 0, 0, 178, 12013, 
3, 807, 0, 0, 20, 2269, 
3, 810, 0, 0, 0, 159, 
3, 811, 0, 0, 41, 6795, 
3, 814, 0, 0, 33, 2162, 
3, 815, 0, 0, 16, 2371, 
3, 818, 0, 0, 26, 6752, 
3, 821, 0, 0, 1, 1297, 
3, 823, 0, 0, 0, 5, 
3, 826, 0, 0, 0, 4, 
3, 827, 0, 0, 0, 0, 
3, 829, 0, 0, 0, 0, 
3, 834, 0, 0, 0, 0, 
3, 835, 0, 0, 0, 0, 
3, 838, 0, 0, 0, 2, 
3, 839, 0, 0, 134, 10203, 
3, 843, 0, 0, 0, 8, 
3, 846, 0, 0, 0, 34, 
3, 847, 0, 0, 0, 1, 
3, 901, 0, 0, 0, 0, 
3, 972, 0, 0, 2, 3, 
3, 973, 0, 0, 0, 3, 
3, 974, 0, 0, 0, 0, 
3, 975, 0, 0, 0, 0, 
3, 981, 0, 0, 6, 576, 
3, 73, 0, 0, 0, 0, 
4, 3, 0, 0, 6476, 42082, 
4, 4, 0, 0, 0, 0, 
4, 5, 0, 0, 12605, 128367, 
4, 11, 0, 0, 0, 0, 
4, 15, 0, 0, 0, 0, 
4, 17, 0, 0, 0, 0, 
4, 18, 0, 0, 0, 0, 
4, 19, 0, 0, 0, 0, 
4, 20, 0, 0, 0, 0, 
4, 21, 0, 0, 0, 0, 
4, 51, 0, 0, 0, 0, 
4, 52, 0, 0, 0, 0, 
4, 58, 0, 0, 0, 24, 
4, 59, 0, 0, 0, 1380, 
4, 61, 0, 0, 0, 688, 
4, 62, 0, 0, 0, 5364, 
4, 63, 0, 0, 0, 2807, 
4, 64, 0, 0, 0, 746, 
4, 65, 0, 0, 0, 9290, 
4, 66, 0, 0, 0, 1015, 
4, 68, 0, 0, 0, 12, 
4, 69, 0, 0, 0, 862, 
4, 81, 0, 0, 0, 0, 
4, 93, 0, 0, 0, 0, 
4, 96, 0, 0, 0, 0, 
4, 101, 0, 0, 0, 0, 
4, 103, 0, 0, 0, 0, 
4, 104, 0, 0, 0, 0, 
4, 106, 0, 0, 0, 29, 
4, 108, 0, 0, 0, 0, 
4, 109, 0, 0, 0, 12, 
4, 113, 0, 0, 0, 0, 
4, 114, 0, 0, 0, 0, 
4, 116, 0, 0, 0, 0, 
4, 117, 0, 0, 0, 0, 
4, 118, 0, 0, 0, 0, 
4, 119, 0, 0, 0, 0, 
4, 122, 0, 0, 0, 15811, 
4, 124, 0, 0, 0, 0, 
4, 127, 0, 0, 0, 4474, 
4, 133, 0, 0, 0, 6318, 
4, 134, 0, 0, 0, 20, 
4, 135, 0, 0, 0, 0, 
4, 137, 0, 0, 0, 4, 
4, 140, 0, 0, 0, 0, 
4, 141, 0, 0, 0, 1, 
4, 142, 0, 0, 0, 0, 
4, 143, 0, 0, 0, 4873, 
4, 201, 0, 0, 0, 675, 
4, 202, 0, 0, 0, 1704, 
4, 211, 0, 0, 0, 0, 
4, 212, 0, 0, 0, 0, 
4, 242, 0, 0, 0, 0, 
4, 263, 0, 0, 0, 0, 
4, 264, 0, 0, 0, 0, 
4, 312, 0, 0, 77, 0, 
4, 313, 0, 0, 0, 0, 
4, 321, 0, 0, 1, 0, 
4, 322, 0, 0, 2, 0, 
4, 351, 0, 0, 0, 0, 
4, 352, 0, 0, 0, 0, 
4, 353, 0, 0, 0, 0, 
4, 361, 0, 0, 42, 1, 
4, 362, 0, 0, 0, 0, 
4, 375, 0, 0, 0, 0, 
4, 404, 0, 0, 0, 0, 
4, 461, 0, 0, 0, 0, 
4, 462, 0, 0, 0, 0, 
4, 463, 0, 0, 0, 8, 
4, 475, 0, 0, 0, 0, 
4, 540, 0, 0, 0, 0, 
4, 542, 0, 0, 5, 0, 
4, 544, 0, 0, 2, 0, 
4, 547, 0, 0, 0, 0, 
4, 549, 0, 0, 0, 0, 
4, 602, 0, 0, 19, 0, 
4, 603, 0, 0, 0, 0, 
4, 604, 0, 0, 86, 0, 
4, 605, 0, 0, 0, 0, 
4, 606, 0, 0, 2, 0, 
4, 631, 0, 0, 25, 0, 
4, 730, 0, 0, 0, 0, 
4, 732, 0, 0, 6, 0, 
4, 742, 0, 0, 28, 0, 
4, 745, 0, 0, 13, 0, 
4, 746, 0, 0, 0, 0, 
4, 747, 0, 0, 0, 0, 
4, 748, 0, 0, 18, 0, 
4, 749, 0, 0, 12, 0, 
4, 763, 0, 0, 129, 0, 
4, 766, 0, 0, 0, 0, 
4, 768, 0, 0, 0, 0, 
4, 801, 0, 0, 251, 4141, 
4, 803, 0, 0, 5, 308, 
4, 805, 0, 0, 825, 6257, 
4, 807, 0, 0, 104, 386, 
4, 810, 0, 0, 1, 76, 
4, 811, 0, 0, 72, 2651, 
4, 814, 0, 0, 66, 1026, 
4, 815, 0, 0, 79, 923, 
4, 818, 0, 0, 264, 3572, 
4, 821, 0, 0, 30, 502, 
4, 823, 0, 0, 0, 2, 
4, 826, 0, 0, 0, 4, 
4, 827, 0, 0, 0, 0, 
4, 829, 0, 0, 0, 0, 
4, 834, 0, 0, 2, 2, 
4, 835, 0, 0, 0, 0, 
4, 838, 0, 0, 0, 2, 
4, 839, 0, 0, 204, 3876, 
4, 843, 0, 0, 0, 3, 
4, 846, 0, 0, 2, 13, 
4, 847, 0, 0, 0, 1, 
4, 901, 0, 0, 0, 0, 
4, 972, 0, 0, 22, 0, 
4, 973, 0, 0, 4, 0, 
4, 974, 0, 0, 0, 0, 
4, 975, 0, 0, 0, 0, 
4, 981, 0, 0, 97, 50, 
4, 73, 0, 0, 0, 0, 
5, 3, 0, 0, 4091, 105919, 
5, 4, 0, 0, 0, 0, 
5, 5, 0, 0, 10210, 269916, 
5, 11, 0, 0, 0, 0, 
5, 15, 0, 0, 0, 2138, 
5, 17, 0, 0, 0, 114, 
5, 18, 0, 0, 0, 0, 
5, 19, 0, 0, 0, 1, 
5, 20, 0, 0, 0, 126, 
5, 21, 0, 0, 0, 0, 
5, 51, 0, 0, 0, 0, 
5, 52, 0, 0, 0, 0, 
5, 58, 0, 0, 0, 16, 
5, 59, 0, 0, 0, 2192, 
5, 61, 0, 0, 0, 853, 
5, 62, 0, 0, 0, 7844, 
5, 63, 0, 0, 0, 4501, 
5, 64, 0, 0, 0, 1368, 
5, 65, 0, 0, 0, 13469, 
5, 66, 0, 0, 0, 1659, 
5, 68, 0, 0, 0, 23, 
5, 69, 0, 0, 0, 1219, 
5, 81, 0, 0, 0, 5630, 
5, 93, 0, 0, 0, 0, 
5, 96, 0, 0, 0, 0, 
5, 101, 0, 0, 0, 0, 
5, 103, 0, 0, 0, 0, 
5, 104, 0, 0, 0, 0, 
5, 106, 0, 0, 0, 68, 
5, 108, 0, 0, 0, 0, 
5, 109, 0, 0, 0, 104, 
5, 113, 0, 0, 0, 0, 
5, 114, 0, 0, 0, 0, 
5, 116, 0, 0, 0, 0, 
5, 117, 0, 0, 0, 0, 
5, 118, 0, 0, 0, 0, 
5, 119, 0, 0, 0, 0, 
5, 122, 0, 0, 0, 25383, 
5, 124, 0, 0, 0, 0, 
5, 127, 0, 0, 0, 15608, 
5, 133, 0, 0, 0, 10087, 
5, 134, 0, 0, 0, 33, 
5, 135, 0, 0, 0, 3, 
5, 137, 0, 0, 0, 2, 
5, 140, 0, 0, 0, 1, 
5, 141, 0, 0, 0, 1, 
5, 142, 0, 0, 0, 0, 
5, 143, 0, 0, 0, 6747, 
5, 201, 0, 0, 0, 1097, 
5, 202, 0, 0, 0, 2808, 
5, 211, 0, 0, 0, 4, 
5, 212, 0, 0, 0, 8, 
5, 242, 0, 0, 0, 0, 
5, 263, 0, 0, 0, 0, 
5, 264, 0, 0, 0, 0, 
5, 312, 0, 0, 9, 7, 
5, 313, 0, 0, 0, 0, 
5, 321, 0, 0, 0, 0, 
5, 322, 0, 0, 8, 1, 
5, 351, 0, 0, 0, 0, 
5, 352, 0, 0, 0, 0, 
5, 353, 0, 0, 0, 0, 
5, 361, 0, 0, 0, 415, 
5, 362, 0, 0, 0, 0, 
5, 375, 0, 0, 0, 0, 
5, 404, 0, 0, 0, 0, 
5, 461, 0, 0, 0, 10, 
5, 462, 0, 0, 0, 13, 
5, 463, 0, 0, 0, 301, 
5, 475, 0, 0, 0, 0, 
5, 540, 0, 0, 0, 0, 
5, 542, 0, 0, 0, 0, 
5, 544, 0, 0, 0, 0, 
5, 547, 0, 0, 0, 0, 
5, 549, 0, 0, 0, 0, 
5, 602, 0, 0, 0, 0, 
5, 603, 0, 0, 0, 0, 
5, 604, 0, 0, 5, 0, 
5, 605, 0, 0, 0, 0, 
5, 606, 0, 0, 7, 0, 
5, 631, 0, 0, 0, 167, 
5, 730, 0, 0, 0, 0, 
5, 732, 0, 0, 6, 0, 
5, 742, 0, 0, 0, 23, 
5, 745, 0, 0, 2, 6, 
5, 746, 0, 0, 0, 0, 
5, 747, 0, 0, 0, 0, 
5, 748, 0, 0, 5, 7, 
5, 749, 0, 0, 0, 5, 
5, 763, 0, 0, 39, 0, 
5, 766, 0, 0, 0, 0, 
5, 768, 0, 0, 0, 0, 
5, 801, 0, 0, 85, 11277, 
5, 803, 0, 0, 18, 641, 
5, 805, 0, 0, 105, 10735, 
5, 807, 0, 0, 23, 1949, 
5, 810, 0, 0, 0, 135, 
5, 811, 0, 0, 132, 6020, 
5, 814, 0, 0, 42, 1957, 
5, 815, 0, 0, 30, 2210, 
5, 818, 0, 0, 59, 5856, 
5, 821, 0, 0, 0, 1169, 
5, 823, 0, 0, 0, 2, 
5, 826, 0, 0, 0, 8, 
5, 827, 0, 0, 0, 0, 
5, 829, 0, 0, 0, 0, 
5, 834, 0, 0, 0, 0, 
5, 835, 0, 0, 0, 0, 
5, 838, 0, 0, 0, 1, 
5, 839, 0, 0, 73, 9925, 
5, 843, 0, 0, 0, 0, 
5, 846, 0, 0, 0, 30, 
5, 847, 0, 0, 0, 2, 
5, 901, 0, 0, 0, 0, 
5, 972, 0, 0, 0, 0, 
5, 973, 0, 0, 0, 0, 
5, 974, 0, 0, 0, 0, 
5, 975, 0, 0, 0, 0, 
5, 981, 0, 0, 11, 435, 
5, 73, 0, 0, 0, 0, 
6, 3, 0, 0, 26287, 74817, 
6, 4, 0, 0, 0, 0, 
6, 5, 0, 0, 42594, 200548, 
6, 11, 0, 0, 0, 0, 
6, 15, 0, 0, 0, 49, 
6, 17, 0, 0, 0, 4, 
6, 18, 0, 0, 0, 0, 
6, 19, 0, 0, 0, 0, 
6, 20, 0, 0, 0, 0, 
6, 21, 0, 0, 0, 0, 
6, 51, 0, 0, 0, 0, 
6, 52, 0, 0, 0, 0, 
6, 58, 0, 0, 0, 16, 
6, 59, 0, 0, 0, 1524, 
6, 61, 0, 0, 0, 583, 
6, 62, 0, 0, 0, 4647, 
6, 63, 0, 0, 0, 3042, 
6, 64, 0, 0, 0, 806, 
6, 65, 0, 0, 0, 8184, 
6, 66, 0, 0, 0, 1095, 
6, 68, 0, 0, 0, 6, 
6, 69, 0, 0, 0, 853, 
6, 81, 0, 0, 0, 1435, 
6, 93, 0, 0, 0, 0, 
6, 96, 0, 0, 0, 0, 
6, 101, 0, 0, 0, 0, 
6, 103, 0, 0, 0, 0, 
6, 104, 0, 0, 0, 0, 
6, 106, 0, 0, 0, 0, 
6, 108, 0, 0, 0, 0, 
6, 109, 0, 0, 0, 0, 
6, 113, 0, 0, 0, 0, 
6, 114, 0, 0, 0, 0, 
6, 116, 0, 0, 0, 0, 
6, 117, 0, 0, 0, 0, 
6, 118, 0, 0, 0, 0, 
6, 119, 0, 0, 0, 0, 
6, 122, 0, 0, 0, 8598, 
6, 124, 0, 0, 0, 0, 
6, 127, 0, 0, 0, 6579, 
6, 133, 0, 0, 0, 5956, 
6, 134, 0, 0, 0, 19, 
6, 135, 0, 0, 0, 2, 
6, 137, 0, 0, 0, 0, 
6, 140, 0, 0, 0, 2, 
6, 141, 0, 0, 0, 1, 
6, 142, 0, 0, 0, 0, 
6, 143, 0, 0, 0, 4308, 
6, 201, 0, 0, 0, 366, 
6, 202, 0, 0, 0, 629, 
6, 211, 0, 0, 0, 0, 
6, 212, 0, 0, 0, 0, 
6, 242, 0, 0, 0, 0, 
6, 263, 0, 0, 0, 0, 
6, 264, 0, 0, 0, 0, 
6, 312, 0, 0, 27, 0, 
6, 313, 0, 0, 1, 0, 
6, 321, 0, 0, 1, 0, 
6, 322, 0, 0, 17, 0, 
6, 351, 0, 0, 0, 0, 
6, 352, 0, 0, 0, 0, 
6, 353, 0, 0, 0, 0, 
6, 361, 0, 0, 33, 0, 
6, 362, 0, 0, 0, 0, 
6, 375, 0, 0, 0, 0, 
6, 404, 0, 0, 0, 0, 
6, 461, 0, 0, 0, 0, 
6, 462, 0, 0, 0, 0, 
6, 463, 0, 0, 0, 6, 
6, 475, 0, 0, 0, 0, 
6, 540, 0, 0, 1, 0, 
6, 542, 0, 0, 3, 0, 
6, 544, 0, 0, 0, 0, 
6, 547, 0, 0, 68, 0, 
6, 549, 0, 0, 0, 0, 
6, 602, 0, 0, 0, 0, 
6, 603, 0, 0, 0, 0, 
6, 604, 0, 0, 107, 0, 
6, 605, 0, 0, 0, 0, 
6, 606, 0, 0, 33, 0, 
6, 631, 0, 0, 61, 0, 
6, 730, 0, 0, 0, 0, 
6, 732, 0, 0, 48, 0, 
6, 742, 0, 0, 19, 0, 
6, 745, 0, 0, 44, 0, 
6, 746, 0, 0, 0, 0, 
6, 747, 0, 0, 0, 0, 
6, 748, 0, 0, 51, 4, 
6, 749, 0, 0, 26, 0, 
6, 763, 0, 0, 150, 0, 
6, 766, 0, 0, 0, 0, 
6, 768, 0, 0, 0, 0, 
6, 801, 0, 0, 869, 5147, 
6, 803, 0, 0, 92, 321, 
6, 805, 0, 0, 1327, 3950, 
6, 807, 0, 0, 367, 987, 
6, 810, 0, 0, 12, 76, 
6, 811, 0, 0, 972, 2996, 
6, 814, 0, 0, 350, 855, 
6, 815, 0, 0, 227, 592, 
6, 818, 0, 0, 338, 1710, 
6, 821, 0, 0, 49, 365, 
6, 823, 0, 0, 0, 0, 
6, 826, 0, 0, 1, 0, 
6, 827, 0, 0, 1, 0, 
6, 829, 0, 0, 0, 0, 
6, 834, 0, 0, 0, 0, 
6, 835, 0, 0, 0, 0, 
6, 838, 0, 0, 0, 0, 
6, 839, 0, 0, 905, 3735, 
6, 843, 0, 0, 0, 4, 
6, 846, 0, 0, 3, 33, 
6, 847, 0, 0, 0, 0, 
6, 901, 0, 0, 0, 0, 
6, 972, 0, 0, 4, 0, 
6, 973, 0, 0, 0, 0, 
6, 974, 0, 0, 0, 0, 
6, 975, 0, 0, 0, 0, 
6, 981, 0, 0, 100, 10, 
6, 73, 0, 0, 0, 0, 
7, 3, 0, 0, 47221, 56583, 
7, 4, 0, 0, 0, 0, 
7, 5, 0, 0, 71783, 158681, 
