Time,EcoName,NumActiveSites,AboveGroundBiomass_3,AboveGroundBiomass_4,AboveGroundBiomass_5,AboveGroundBiomass_11,AboveGroundBiomass_15,AboveGroundBiomass_17,AboveGroundBiomass_18,AboveGroundBiomass_19,AboveGroundBiomass_20,AboveGroundBiomass_21,AboveGroundBiomass_51,AboveGroundBiomass_52,AboveGroundBiomass_58,AboveGroundBiomass_59,AboveGroundBiomass_61,AboveGroundBiomass_62,AboveGroundBiomass_63,AboveGroundBiomass_64,AboveGroundBiomass_65,AboveGroundBiomass_66,AboveGroundBiomass_68,AboveGroundBiomass_69,AboveGroundBiomass_81,AboveGroundBiomass_93,AboveGroundBiomass_96,AboveGroundBiomass_101,AboveGroundBiomass_103,AboveGroundBiomass_104,AboveGroundBiomass_106,AboveGroundBiomass_108,AboveGroundBiomass_109,AboveGroundBiomass_113,AboveGroundBiomass_114,AboveGroundBiomass_116,AboveGroundBiomass_117,AboveGroundBiomass_118,AboveGroundBiomass_119,AboveGroundBiomass_122,AboveGroundBiomass_124,AboveGroundBiomass_127,AboveGroundBiomass_133,AboveGroundBiomass_134,AboveGroundBiomass_135,AboveGroundBiomass_137,AboveGroundBiomass_140,AboveGroundBiomass_141,AboveGroundBiomass_142,AboveGroundBiomass_143,AboveGroundBiomass_201,AboveGroundBiomass_202,AboveGroundBiomass_211,AboveGroundBiomass_212,AboveGroundBiomass_242,AboveGroundBiomass_263,AboveGroundBiomass_264,AboveGroundBiomass_312,AboveGroundBiomass_313,AboveGroundBiomass_321,AboveGroundBiomass_322,AboveGroundBiomass_351,AboveGroundBiomass_352,AboveGroundBiomass_353,AboveGroundBiomass_361,AboveGroundBiomass_362,AboveGroundBiomass_375,AboveGroundBiomass_404,AboveGroundBiomass_461,AboveGroundBiomass_462,AboveGroundBiomass_463,AboveGroundBiomass_475,AboveGroundBiomass_540,AboveGroundBiomass_542,AboveGroundBiomass_544,AboveGroundBiomass_547,AboveGroundBiomass_549,AboveGroundBiomass_602,AboveGroundBiomass_603,AboveGroundBiomass_604,AboveGroundBiomass_605,AboveGroundBiomass_606,AboveGroundBiomass_631,AboveGroundBiomass_730,AboveGroundBiomass_732,AboveGroundBiomass_742,AboveGroundBiomass_745,AboveGroundBiomass_746,AboveGroundBiomass_747,AboveGroundBiomass_748,AboveGroundBiomass_749,AboveGroundBiomass_763,AboveGroundBiomass_766,AboveGroundBiomass_768,AboveGroundBiomass_801,AboveGroundBiomass_803,AboveGroundBiomass_805,AboveGroundBiomass_807,AboveGroundBiomass_810,AboveGroundBiomass_811,AboveGroundBiomass_814,AboveGroundBiomass_815,AboveGroundBiomass_818,AboveGroundBiomass_821,AboveGroundBiomass_823,AboveGroundBiomass_826,AboveGroundBiomass_827,AboveGroundBiomass_829,AboveGroundBiomass_834,AboveGroundBiomass_835,AboveGroundBiomass_838,AboveGroundBiomass_839,AboveGroundBiomass_843,AboveGroundBiomass_846,AboveGroundBiomass_847,AboveGroundBiomass_901,AboveGroundBiomass_972,AboveGroundBiomass_973,AboveGroundBiomass_974,AboveGroundBiomass_975,AboveGroundBiomass_981,AboveGroundBiomass_73,
0, none, 0, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 
0, eco1, 472775, 1.83307069959283, 0.0340013748611919, 3.8486595103379, 0, 6.136866374068, 0.0106012373750727, 0, 0, 0.00243667706625773, 0, 0.00431494897149807, 0, 0, 2.1785627412617, 0.0102585796626302, 1.91881338903284, 2.41731479033367, 0.342054888689123, 34.6741875099149, 0.84610861403416, 0, 2.43953889270795, 5.40817936650627, 0, 0, 0, 0.883792501718576, 0, 9.76478874728994, 0.01221722806832, 15.5081846544339, 0, 0, 5.4820115276823, 0.43105071122627, 0.00585479350642483, 0.124752789381841, 48.0980847126011, 0, 12.373255777061, 10.5497160382846, 0.0518809158690709, 0, 0, 0, 0, 0, 3.32924752789382, 6.56700333139443, 10.8898270847655, 0.330406641637142, 0, 0, 0, 0, 2.48212363174872, 0.0101972397017609, 0, 0.27399079900587, 0, 0.0519655227116493, 0.101052297604569, 0.0973105599915393, 0, 0.0018063560890487, 0, 0.00620168156099625, 0, 0.150428850933319, 0.0263127280418804, 0, 0.0034075405848448, 0.000807995346623658, 1.20101528211094, 0, 0, 0, 0.576464491565755, 0, 0.465343979694358, 0.174952144254667, 0.00116757442758183, 3.16482470519803, 0.00743694146264079, 0.538552165406377, 0.395181640315161, 0, 1.79965311194543, 0.507888530484903, 0.0278377663793559, 0, 0, 32.6525218127016, 1.15124742213527, 170.362906245043, 53.5788102162762, 0.20113373169055, 5.09617259795886, 6.31244883929988, 2.65234413833219, 14.1579948178309, 13.456538522553, 0.00244936809264449, 0, 0, 0, 0, 0, 0, 25.9184220823859, 0.0194934165300619, 0.0885283697319021, 0.00199460631378563, 0, 0.0877795991750833, 0, 0.00315795039923854, 0, 5.99244037861562, 0.0408756808206864, 
0, eco2, 369410, 0.00554938956714761, 0.0603123900273409, 5.53303917056929, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, eco3, 292243, 0.176291647704137, 0.128882471094261, 4.57133276075047, 0, 0.380642136851866, 0, 0, 0, 0, 0, 0, 0, 0, 0.0436828255937696, 0.00295644378137372, 1.56529326622023, 0.00448257101111062, 0, 0.0951673778328309, 0, 0, 0, 0.600192305718187, 0, 0, 0, 0, 0, 0.0231245915214393, 0, 21.4598193968718, 0, 0, 0.595805545385176, 0.146077066003292, 0, 0, 1.61930995780908, 0, 54.39132844927, 0.0754611744336049, 0, 0, 0, 0, 0, 0, 0.00402747029013526, 0.253059953531821, 1.44944789096745, 0.433002672433557, 0, 0, 0, 0, 10.2088091074893, 0.544386007534825, 0, 0, 0, 0, 0, 4.79940665815777, 0, 0, 0, 0.0105870799300582, 0.010299647895758, 0.870970391078657, 0, 0, 0.123585509319299, 0, 0.0264916524946705, 0, 0, 0, 14.4400823971832, 0, 0.0244248792956546, 7.48089090243393, 0, 0.0682651081463029, 0.00100259031011863, 0.183231078246528, 0.0267996153885636, 0, 3.11765893451682, 0, 0, 0, 0, 398.855911005567, 0, 56.2952987753342, 62.3589136437827, 0, 1.99128807191276, 0.0645011172209428, 0.675078616083191, 25.0426289081347, 10.6550370753106, 0, 0, 0, 0, 0, 0, 0, 192.249429413194, 0, 0, 0, 0, 0.0119078985638664, 0, 0, 0, 83.5760309057873, 0, 
0, eco4, 482063, 3.109240908346, 0.00778943830993045, 2.80075425826085, 0, 6.74873823545885, 0.463142784241894, 0, 0, 0.00069700433345849, 0, 0.0152469697944045, 0, 0.00127161802502992, 2.29290777346529, 0.969308990733576, 6.06557234220424, 1.50324542642767, 0.0377958897488503, 22.2864293671159, 0.586439946645978, 0.0297637445728048, 0.510431209198798, 24.2440469399228, 0, 0.000107869718273338, 0, 5.90294214656591, 0, 1.65936609945173, 0, 21.8485115016087, 0, 0, 16.6460960496865, 3.71623625957603, 0, 0.0553247189682676, 84.9099930921892, 0.0034435333141104, 106.783843605504, 1.0511841813207, 0.0105048510256958, 0, 0, 0, 0, 0, 1.26370204724279, 0.869378068841624, 36.0484521732637, 1.62788473705719, 0, 0, 0, 0, 7.30099800233579, 0.160012280552542, 0, 0.218792979340875, 0, 0.191199075639491, 0.107195532534129, 25.8116926625773, 0, 0.0561835278791361, 0.023442993965519, 0.0150270815225396, 0.291816629776606, 6.63161454000826, 0.00175910617491905, 0, 0.120569303182364, 0.00158485509155442, 1.32543671677768, 0, 0.40498855958661, 0, 8.63292142313349, 0.000435627708411556, 1.01813041034056, 62.3458552097962, 0.0108782462043343, 3.43492448082512, 0.717920686715222, 0.666788365836001, 1.37333916936168, 0, 1.1292154759855, 0.290590648940076, 0.108983680556276, 0, 0, 364.564905416927, 1.06461811008105, 454.346452642082, 101.279538151652, 0.111178414439606, 16.4423260030328, 6.1686729742793, 7.57411583133325, 55.7047522834152, 11.3432393691281, 0.00480435129848173, 0, 0, 0, 0, 0, 0, 183.373617141328, 0.00557603466766792, 0.00135874356671223, 0, 0.0660909466190104, 0.248708156402794, 0, 0, 0, 67.3434986713355, 0.344046317597492, 
0, eco5, 279971, 1.49994106532462, 0.000107153955231078, 0.677891638776873, 0, 238.909887095449, 3.10505730950706, 0, 0.00100010358215672, 7.35602973165078, 0.000378610641816474, 0.00242882298523776, 0, 0, 0.439695539895203, 1.36807383621875, 14.6022802361673, 5.67588428801554, 2.288662039997, 182.364177004047, 0.768883205760597, 0.20792510652889, 0.14404349021863, 296.766661547089, 0.000239310500016073, 0.0164695629190166, 0.0886806133492397, 93.9574205899897, 0.0776866175425312, 9.42015423025956, 4.26105560933097, 9.88549171164156, 0.00460762007493633, 0, 151.989263173686, 68.918602283808, 0, 3.21495083419354, 655.282600697929, 0.00741148190348286, 147.409010218916, 6.04420457833133, 0.0202699565312122, 0.0452832614806534, 0, 0, 0, 0, 0.641652171117723, 15.5261830689607, 183.29923456358, 0.546595897432234, 0.606137778555636, 0.034407135024699, 0.0578881384143358, 0.0658746798775588, 16.7236499494591, 0.0394540863160827, 0.000150015537323509, 0.180568701758396, 0.113572477149419, 2.550660604134, 0.0696500709002004, 51.5706519603816, 0, 0.020716431344675, 1.20028502952091, 0.0398148379653607, 0.572344992874262, 1.7346618042583, 0.936464848144986, 0.0444688914208972, 0.173621553660915, 0.0628636537355655, 0.310124977229784, 0, 0.717810058898957, 0, 2.59329359112194, 0, 1.98012651310314, 104.170096188534, 0.0197163277625183, 0.641316422057999, 1.1160691643063, 0.321276132170832, 0.094741955416811, 0.075707841169264, 0.132967343046244, 0.156373338667219, 3.06721410431795, 0.000235738701508371, 0.0300173946587325, 373.486361087398, 3.79332859474731, 1102.6287794093, 40.4039918420122, 0.218433337738552, 11.8819806337085, 10.7751302813506, 42.3030992495651, 410.4921009676, 50.4139071546696, 0.0825121173264374, 0.00457190208985931, 0.00846516246325512, 0, 0.0305210182483186, 0, 0.0661997135417597, 236.642523689954, 0.00547913891081576, 0.00188233781355926, 0.00336820599276354, 0.0126441667172671, 0.367198745584364, 0.0203699668894278, 0.0158302109861378, 0, 137.518710866483, 0.38065371056288, 
0, eco6, 936093, 0.758204580100481, 0.0773801321022591, 3.19017448052704, 0, 0.0317885081930962, 0, 0, 0, 0, 0, 0, 0, 0.000949691964366788, 0.196084149758624, 0.194195448529153, 0.0351054863138598, 0.0217318151081143, 0, 0.958569287453277, 0.0033148415809113, 0, 1.11121330893405, 0.0233416978868553, 0, 0, 0, 0, 0, 0.0959872576763206, 0, 0.18541426973602, 0, 0, 0.0472912413617023, 0.00275827294937576, 0, 0, 0.10218535978797, 0, 1.55391932211864, 0.208738875304056, 0, 0, 0, 0, 3.84577173421872E-05, 0, 0.125245034414316, 0.032085487232572, 0.0955695641351874, 0, 0, 0, 0, 0, 0.413407642189398, 0.0103002586281491, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0127145486612975, 0.00884954806840773, 1.34903903778791, 0.000497813785596089, 0, 0.00684547368690931, 0, 0.118856780255808, 0, 0.00893821447228, 0, 0.211811219611727, 0.000448673368992183, 0.00497706958603472, 0, 0, 0.313286179898792, 0.0020617609575117, 0.0502642365662386, 0.00152121637486874, 0, 0.36817175216565, 0.0330544080556099, 0, 0, 0, 78.5874053112244, 0.000771290886696087, 2.07339334873779, 17.8288802501461, 0.00567571811775112, 3.90088805278963, 0.00758471647582024, 0.110301006417097, 1.11064926241303, 0.265377478519762, 0, 0, 0, 0, 0, 0, 0, 4.80149194577889, 0, 0, 0, 0, 0.168364681714317, 0, 0, 0, 1.27183410195355, 0.00274331717040935, 
0, eco7, 521671, 2.84455145101031, 0.0273831591175281, 2.56211290257653, 0, 7.48865664374673, 0.014746842358498, 0, 0, 0.00910918950832996, 0, 0.0273735745326077, 0, 0.00328367879372248, 4.01803435498619, 0.126756135572037, 10.5523902996333, 5.33534545719429, 0.103051540146951, 48.4651897460277, 1.25732693594239, 0, 0.719832998192347, 14.4075116308938, 0, 4.98398415859804E-05, 0, 5.87205345898085, 0, 4.2659319762839, 0, 21.7085519417411, 0, 0, 11.3201002164199, 1.5266403537862, 0, 0.355925477935327, 53.9861406902051, 0, 24.4972444318354, 11.1809550463798, 0.0351715928238296, 0, 0, 0.00142618623615267, 0, 0, 1.34005723914114, 1.001926501569, 7.3740096727631, 0.269457186617619, 0, 0, 0, 0, 2.75300524660179, 0.0554487406813873, 0, 0.62813535734208, 0, 0.17071870968484, 0.24110023367218, 1.21534453707413, 3.25875887292949E-05, 0.000233863872057293, 0, 0.0915212844877327, 0, 4.4443356061579, 0.127151020470756, 0, 0.022019625396083, 0, 2.47703629298926, 0, 0, 0, 2.90793239417181, 0.00123257762076098, 1.48124200885232, 3.32105292416101, 0, 6.46298145766201, 0.122701856150716, 1.32635319962198, 0.0320853564794669, 0, 0.513128005965446, 0.557797922445373, 0.142141311286232, 0, 0, 199.943542960985, 2.94195383680519, 363.072225598126, 84.7788912935548, 0.557253518021895, 30.1888661627731, 12.9832269763893, 3.46851559699504, 32.9871394039538, 4.45854762867785, 0, 0, 0, 0, 0, 0, 0.000258783792850283, 158.837460775086, 0.00354246258657276, 0.0262770980177161, 1.72522528566855E-05, 0, 0.0230950158241497, 0, 0.00858587117167717, 0, 29.4757998815345, 0.0275115925554612, 
0, eco8, 580739, 0.174415701373595, 0.0123463380279265, 1.97586178989184, 0, 0.0463581746705491, 0, 0, 0, 0, 0, 0, 0, 0.00119847298011671, 0.00620416400482833, 0.0379464785385517, 0.0194441909360315, 0.000676723967221075, 0, 0.861707238535728, 0, 0, 0.157967692887855, 0.0129008039756242, 0, 0, 0, 0, 0, 0.0223749395167192, 0, 0.144216248607378, 0, 0, 0.0243999455865716, 0.00156352509474997, 0, 0, 0.0164962229159743, 0, 0.425931442524094, 0.143133145871037, 0, 0, 0, 0, 0, 0, 0.029615713771591, 0.0110617678509623, 0, 0.0565314194500455, 0, 0, 0, 0, 0.926772612137294, 0.0249044751600977, 0, 0, 0, 0.00238144846480088, 0, 0.00546545005587708, 0, 0, 0.00182698251710321, 0.00104349802579128, 0, 0.25496996068802, 0, 0, 0.00416882627135426, 0, 0.00388987135356847, 0, 0, 0.0220374385050772, 0.202368017302093, 0.00108482468027806, 0.000693943406590568, 0.0115301366018125, 0, 0.0103058344626416, 0.0094896330365276, 0.00644007032419038, 0, 0, 0.196284389372851, 0, 0, 0, 0, 79.5297887691373, 0, 2.40354444939982, 6.94462228298771, 0, 2.22081692464257, 0.00116231215744078, 0.134640518374003, 1.41408619018182, 0.859632296091704, 0, 0, 0, 0, 0, 0.0012432435224774, 0, 2.29745720538831, 0, 0, 0, 0, 0.00771603078146982, 0, 0, 0, 1.5742734688044, 0, 
0, eco9, 336263, 0.380713905484695, 0.0836398890154433, 6.50267796337985, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0775821306536848, 0, 0.00631053669300518, 0.00783018054320576, 0, 0.289975406155301, 0.0289386581336632, 0, 0.153620826555405, 0, 0, 0, 0, 0, 0, 0.0307854268831242, 0, 0, 0, 0, 0, 0, 0, 0, 0.0170580765650696, 0, 0.0274665960869914, 0.0409976714654898, 0.00376491020421515, 0, 0, 0, 0, 0, 0.0200319392856187, 0.058790292122535, 0.0509809286183731, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00341399440319036, 0, 0, 0, 0, 0.0356387708430603, 0, 0, 0, 0, 0, 0.00118954508821964, 0, 0, 0.0949256980399271, 0, 0.00222444931497072, 0, 0, 0.124247984464541, 0, 0, 0, 0, 0.411671816405611, 0.000449053270802913, 0.372794509059873, 0.172772502475741, 0.000205196527717887, 0.0914343832060024, 0.0133645390661476, 0.0166744482741188, 0, 0.0162937938458885, 0, 0, 0, 0, 0, 0, 0, 0.0191754668221006, 0.00199843574820899, 0, 0, 0, 0, 0, 0, 0, 0.0272970859119201, 0, 
