# ppt,,,
,eco7,eco7,eco7
TIMESTEP,MEAN(mm),VARIANCE(mm^2),STD_DEV(mm)
1974-08-09T00:00:00Z,0.001267784,4.43E-04,0.021038495
1974-08-10T00:00:00Z,0.036682893,0.014401601,0.120006666
1974-08-11T00:00:00Z,0.01329897,0.005557282,0.07454718
1974-08-12T00:00:00Z,0.029123344,0.011293951,0.106273
1974-08-13T00:00:00Z,0.03764025,0.013836912,0.1176304
1974-08-14T00:00:00Z,0.05100788,0.016788062,0.12956876
1974-08-15T00:00:00Z,0.06870508,0.020997006,0.14490344
1974-08-16T00:00:00Z,0.34588277,0.124606915,0.35299706
1974-08-17T00:00:00Z,0.24065837,0.14958714,0.38676497
1974-08-18T00:00:00Z,2.8750625,14.742606,3.83961
1974-08-19T00:00:00Z,0.044574287,0.014551532,0.12062973
1974-08-20T00:00:00Z,0.01079162,0.003732509,0.06109426
1974-08-21T00:00:00Z,0.07315597,0.02248064,0.14993545
1974-08-22T00:00:00Z,5.66E-04,1.70E-04,0.013026199
1974-08-23T00:00:00Z,0.026057249,0.009139548,0.095600985
1974-08-24T00:00:00Z,0.121799625,0.05241776,0.22894925
1974-08-25T00:00:00Z,0.013585859,0.004152666,0.06444118
1974-08-26T00:00:00Z,0.010908811,0.004137089,0.06432021
1974-08-27T00:00:00Z,0.02216592,0.008360723,0.09143699
1974-08-28T00:00:00Z,0.007863281,0.003166827,0.056274567
1974-08-29T00:00:00Z,0.02780561,0.008612382,0.09280292
1974-08-30T00:00:00Z,2.83E-04,8.73E-05,0.009346094
1974-08-31T00:00:00Z,0.002329144,8.11E-04,0.028470542
1974-09-01T00:00:00Z,0.025924513,0.007894391,0.08885039
1974-09-02T00:00:00Z,0.002045268,6.13E-04,0.024754778
1974-09-03T00:00:00Z,0.002570084,9.56E-04,0.030915793
1974-09-04T00:00:00Z,0.001637184,4.95E-04,0.022241428
1974-09-05T00:00:00Z,0.042127945,0.016115172,0.12694554
1974-09-06T00:00:00Z,0.012383507,0.00369898,0.06081924
1974-09-07T00:00:00Z,1.97E-04,5.92E-05,0.007696683
1974-09-08T00:00:00Z,0.23070465,0.24672231,0.4967115
1974-09-09T00:00:00Z,0.111335136,0.08275983,0.2876801
1974-09-10T00:00:00Z,0.021687927,0.007246713,0.08512762
1974-09-11T00:00:00Z,0.00122748,3.67E-04,0.019165022
1974-09-12T00:00:00Z,0.002272615,8.65E-04,0.029417375
1974-09-13T00:00:00Z,0.19178513,0.044312578,0.21050553
1974-09-14T00:00:00Z,0.4590647,0.5631359,0.75042385
1974-09-15T00:00:00Z,1.6310611,4.14348,2.035554
1974-09-16T00:00:00Z,4.401655,4.7071013,2.1695855
1974-09-17T00:00:00Z,0.16775309,0.0999055,0.3160783
1974-09-18T00:00:00Z,0.004193393,0.00124233,0.0352467
1974-09-19T00:00:00Z,0,0,0
1974-09-20T00:00:00Z,0.005111689,0.00155232,0.039399486
1974-09-21T00:00:00Z,0.04689724,0.018919826,0.13754936
1974-09-22T00:00:00Z,0.013864359,0.004075908,0.06384284
1974-09-23T00:00:00Z,0.010434953,0.003128973,0.055937223
1974-09-24T00:00:00Z,0.016474854,0.004847514,0.069624096
1974-09-25T00:00:00Z,4.44E-05,1.33E-05,0.003650822
1974-09-26T00:00:00Z,0.5053556,1.0693196,1.0340791
1974-09-27T00:00:00Z,0.01282988,0.003893415,0.062397238
1974-09-28T00:00:00Z,0.005976984,0.001760058,0.041953046
1974-09-29T00:00:00Z,0,0,0
1974-09-30T00:00:00Z,4.93E-04,1.48E-04,0.012166708
1974-10-01T00:00:00Z,0.04251894,0.039878715,0.19969656
1974-10-02T00:00:00Z,0.035111807,0.0106284,0.10309413
1974-10-03T00:00:00Z,0.36011308,0.62165254,0.78844947
1974-10-04T00:00:00Z,0.38273296,0.30644456,0.5535743
1974-10-05T00:00:00Z,12.518671,33.014633,5.745836
1974-10-06T00:00:00Z,16.743904,36.734158,6.060871
1974-10-07T00:00:00Z,22.317022,105.638084,10.278039
1974-10-08T00:00:00Z,10.329409,34.350403,5.8609214
1974-10-09T00:00:00Z,1.3729712,2.2380922,1.4960254
1974-10-10T00:00:00Z,0,0,0
1974-10-11T00:00:00Z,0,0,0
1974-10-12T00:00:00Z,0,0,0
1974-10-13T00:00:00Z,0,0,0
1974-10-14T00:00:00Z,0.002985974,8.88E-04,0.029803224
1974-10-15T00:00:00Z,3.60E-05,1.08E-05,0.003288116
1974-10-16T00:00:00Z,0.026925566,0.011590583,0.10765957
1974-10-17T00:00:00Z,0,0,0
1974-10-18T00:00:00Z,1.56E-04,4.68E-05,0.006844514
1974-10-19T00:00:00Z,1.92E-04,5.76E-05,0.007592617
1974-10-20T00:00:00Z,4.386883,10.873983,3.2975724
1974-10-21T00:00:00Z,4.68E-05,1.41E-05,0.003749046
1974-10-22T00:00:00Z,2.479988,1.3772624,1.1735682
1974-10-23T00:00:00Z,2.9506547,10.776823,3.2828074
1974-10-24T00:00:00Z,0.41173118,0.35119808,0.59261966
1974-10-25T00:00:00Z,0.74400735,0.9093747,0.95361143
1974-10-26T00:00:00Z,0.69592106,1.2136337,1.1016505
1974-10-27T00:00:00Z,0.14512433,0.088393696,0.29731077
1974-10-28T00:00:00Z,0,0,0
1974-10-29T00:00:00Z,0.55312943,0.26956496,0.51919645
1974-10-30T00:00:00Z,0.07270549,0.14907256,0.38609916
1974-10-31T00:00:00Z,4.14E-04,2.14E-04,0.014630192
1974-11-01T00:00:00Z,0,0,0
1974-11-02T00:00:00Z,9.30E-07,2.79E-07,5.28E-04
1974-11-03T00:00:00Z,0,0,0
1974-11-04T00:00:00Z,0.017299581,0.004898077,0.06998626
1974-11-05T00:00:00Z,0.001822022,5.44E-04,0.02332633
1974-11-06T00:00:00Z,0,0,0
1974-11-07T00:00:00Z,0,0,0
1974-11-08T00:00:00Z,0,0,0
1974-11-09T00:00:00Z,9.25E-04,2.77E-04,0.016649717
1974-11-10T00:00:00Z,3.42E-05,1.03E-05,0.003204226
1974-11-11T00:00:00Z,0.001391963,4.22E-04,0.020544956
1974-11-12T00:00:00Z,0,0,0
1974-11-13T00:00:00Z,0.002017077,0.00140707,0.03751094
1974-11-14T00:00:00Z,0,0,0
1974-11-15T00:00:00Z,0.001521973,4.55E-04,0.02133003
1974-11-16T00:00:00Z,0.12172007,0.060948588,0.24687769
1974-11-17T00:00:00Z,0,0,0
1974-11-18T00:00:00Z,0.001360245,4.07E-04,0.020170381
1974-11-19T00:00:00Z,2.47E-05,7.42E-06,0.002724116
1974-11-20T00:00:00Z,0.12957282,0.08453057,0.2907414
1974-11-21T00:00:00Z,5.7326155,36.479595,6.039834
1974-11-22T00:00:00Z,3.3383198,11.3169775,3.3640716
1974-11-23T00:00:00Z,1.4547285,0.7311461,0.8550708
1974-11-24T00:00:00Z,1.4298601,3.9389791,1.9846861
1974-11-25T00:00:00Z,3.803417,4.4667377,2.1134658
1974-11-26T00:00:00Z,0,0,0
1974-11-27T00:00:00Z,0,0,0
1974-11-28T00:00:00Z,0,0,0
1974-11-29T00:00:00Z,2.2104292,1.1068231,1.0520566
1974-11-30T00:00:00Z,34.56787,134.64825,11.603804
1974-12-01T00:00:00Z,15.524718,83.35816,9.130069
1974-12-02T00:00:00Z,30.329233,80.48965,8.971602
1974-12-03T00:00:00Z,10.361805,23.049627,4.801003
1974-12-04T00:00:00Z,0.24485779,0.0931164,0.3051498
1974-12-05T00:00:00Z,0.33960345,0.25961772,0.50952697
1974-12-06T00:00:00Z,0.062453896,0.017290905,0.13149488
1974-12-07T00:00:00Z,0,0,0
1974-12-08T00:00:00Z,0,0,0
1974-12-09T00:00:00Z,0,0,0
1974-12-10T00:00:00Z,0,0,0
1974-12-11T00:00:00Z,0,0,0
1974-12-12T00:00:00Z,0.036684014,0.015344966,0.1238748
1974-12-13T00:00:00Z,2.7318358,11.405052,3.3771367
1974-12-14T00:00:00Z,8.4183445,22.298191,4.722096
1974-12-15T00:00:00Z,0.74482733,1.1467649,1.0708711
1974-12-16T00:00:00Z,1.0676214,1.6058627,1.2672263
1974-12-17T00:00:00Z,0.79348224,0.10713661,0.3273173
1974-12-18T00:00:00Z,0.03665641,0.019858638,0.14092068
1974-12-19T00:00:00Z,0,0,0
1974-12-20T00:00:00Z,0,0,0
1974-12-21T00:00:00Z,0,0,0
1974-12-22T00:00:00Z,0,0,0
1974-12-23T00:00:00Z,0,0,0
1974-12-24T00:00:00Z,0,0,0
1974-12-25T00:00:00Z,0.02404229,0.018360171,0.13549972
1974-12-26T00:00:00Z,0,0,0
1974-12-27T00:00:00Z,0,0,0
1974-12-28T00:00:00Z,1.399374,1.4350455,1.1979338
1974-12-29T00:00:00Z,0.001602025,4.79E-04,0.021880861
1974-12-30T00:00:00Z,0,0,0
1974-12-31T00:00:00Z,0,0,0
1975-01-01T00:00:00Z,5.31E-04,1.59E-04,0.012620601
1975-01-02T00:00:00Z,0,0,0
1975-01-03T00:00:00Z,0,0,0
1975-01-04T00:00:00Z,0,0,0
1975-01-05T00:00:00Z,0.001780442,5.32E-04,0.023060238
1975-01-06T00:00:00Z,0,0,0
1975-01-07T00:00:00Z,3.6131344,6.9787445,2.6417313
1975-01-08T00:00:00Z,17.598429,39.549236,6.2888184
1975-01-09T00:00:00Z,1.473559,2.1535773,1.4675071
1975-01-10T00:00:00Z,2.023156,5.0103383,2.2383785
1975-01-11T00:00:00Z,0.14495572,0.19047111,0.43642995
1975-01-12T00:00:00Z,20.976358,96.04883,9.80045
1975-01-13T00:00:00Z,0.001296321,3.88E-04,0.019692838
1975-01-14T00:00:00Z,0.11944955,0.10420167,0.3228028
1975-01-15T00:00:00Z,18.724207,77.477264,8.802117
1975-01-16T00:00:00Z,8.010754,10.321072,3.2126424
1975-01-17T00:00:00Z,0.11808101,0.05734961,0.23947778
1975-01-18T00:00:00Z,0.058309015,0.053520538,0.23134506
1975-01-19T00:00:00Z,2.08E-04,6.24E-05,0.007896635
1975-01-20T00:00:00Z,0.29813942,0.22666849,0.47609714
1975-01-21T00:00:00Z,0,0,0
1975-01-22T00:00:00Z,0,0,0
1975-01-23T00:00:00Z,2.6030464,9.378699,3.0624661
1975-01-24T00:00:00Z,12.290773,107.59034,10.372577
1975-01-25T00:00:00Z,9.418926,55.977116,7.481786
1975-01-26T00:00:00Z,0.3639755,0.0844144,0.29054156
1975-01-27T00:00:00Z,0,0,0
1975-01-28T00:00:00Z,0.011477862,0.003858869,0.062119793
1975-01-29T00:00:00Z,0.008917806,0.002825378,0.053154286
1975-01-30T00:00:00Z,10.077832,52.877956,7.2717233
1975-01-31T00:00:00Z,0.017803455,0.013731229,0.117180325
1975-02-01T00:00:00Z,0.81125724,0.67604524,0.82221967
1975-02-02T00:00:00Z,0.013044814,0.0051385,0.07168333
1975-02-03T00:00:00Z,0,0,0
1975-02-04T00:00:00Z,0.010335589,0.003874703,0.062247116
1975-02-05T00:00:00Z,0.019067174,0.054835074,0.2341689
1975-02-06T00:00:00Z,0,0,0
1975-02-07T00:00:00Z,2.47E-05,7.42E-06,0.002724116
1975-02-08T00:00:00Z,5.5799136,30.85441,5.5546746
1975-02-09T00:00:00Z,0.15765205,0.04371019,0.20906982
1975-02-10T00:00:00Z,0.05304046,0.021306437,0.14596725
1975-02-11T00:00:00Z,9.19E-05,3.68E-05,0.006068333
1975-02-12T00:00:00Z,0,0,0
1975-02-13T00:00:00Z,41.590176,871.73267,29.525118
1975-02-14T00:00:00Z,15.63922,31.105354,5.5772176
1975-02-15T00:00:00Z,6.46E-05,1.94E-05,0.004403874
1975-02-16T00:00:00Z,0,0,0
1975-02-17T00:00:00Z,0,0,0
1975-02-18T00:00:00Z,0,0,0
1975-02-19T00:00:00Z,0,0,0
1975-02-20T00:00:00Z,0,0,0
1975-02-21T00:00:00Z,48.582935,179.37506,13.393097
1975-02-22T00:00:00Z,3.726551,10.878231,3.2982163
1975-02-23T00:00:00Z,0.36564457,0.29720077,0.54516125
1975-02-24T00:00:00Z,12.309833,35.556572,5.962933
1975-02-25T00:00:00Z,21.73592,58.764748,7.665817
1975-02-26T00:00:00Z,20.075275,100.42457,10.021206
1975-02-27T00:00:00Z,0.006128432,0.001880313,0.043362577
1975-02-28T00:00:00Z,0.511254,0.42854917,0.6546367
1975-03-01T00:00:00Z,0,0,0
1975-03-02T00:00:00Z,1.23E-04,3.71E-05,0.006089468
1975-03-03T00:00:00Z,0,0,0
1975-03-04T00:00:00Z,0,0,0
1975-03-05T00:00:00Z,0,0,0
1975-03-06T00:00:00Z,0.020660972,0.006147865,0.07840832
1975-03-07T00:00:00Z,18.246273,35.52978,5.960686
1975-03-08T00:00:00Z,22.928907,46.605137,6.8267956
1975-03-09T00:00:00Z,4.188742,8.324884,2.8852875
1975-03-10T00:00:00Z,1.38E-05,4.16E-06,0.002039803
1975-03-11T00:00:00Z,0.09575691,0.04508484,0.21233192
1975-03-12T00:00:00Z,3.8575459,3.7629669,1.9398369
1975-03-13T00:00:00Z,0.43895784,0.2944127,0.5425981
1975-03-14T00:00:00Z,0,0,0
1975-03-15T00:00:00Z,0.46977973,0.33926618,0.5824656
1975-03-16T00:00:00Z,9.93E-04,2.98E-04,0.017248191
1975-03-17T00:00:00Z,0.026453843,0.0112347,0.10599387
1975-03-18T00:00:00Z,0.002595949,7.73E-04,0.027806945
1975-03-19T00:00:00Z,0,0,0
1975-03-20T00:00:00Z,0,0,0
1975-03-21T00:00:00Z,0,0,0
1975-03-22T00:00:00Z,0,0,0
1975-03-23T00:00:00Z,0.001755117,6.42E-04,0.025331445
1975-03-24T00:00:00Z,0.001914043,6.89E-04,0.02624593
1975-03-25T00:00:00Z,0,0,0
1975-03-26T00:00:00Z,0,0,0
1975-03-27T00:00:00Z,0,0,0
1975-03-28T00:00:00Z,0.002560503,7.63E-04,0.027618095
1975-03-29T00:00:00Z,0.05074652,0.028497083,0.16881078
1975-03-30T00:00:00Z,1.2340724,2.4075325,1.5516225
1975-03-31T00:00:00Z,5.03E-04,1.51E-04,0.012279871
1975-04-01T00:00:00Z,0,0,0
1975-04-02T00:00:00Z,0,0,0
1975-04-03T00:00:00Z,0,0,0
1975-04-04T00:00:00Z,0,0,0
1975-04-05T00:00:00Z,33.968346,99.076256,9.953706
1975-04-06T00:00:00Z,10.64626,19.760918,4.4453254
1975-04-07T00:00:00Z,0.4525091,0.33296758,0.57703346
1975-04-08T00:00:00Z,1.3245074,0.39751726,0.6304897
1975-04-09T00:00:00Z,0.26876962,0.35182524,0.5931486
1975-04-10T00:00:00Z,4.20E-05,1.26E-05,0.003551058
1975-04-11T00:00:00Z,4.18E-04,1.25E-04,0.011192731
1975-04-12T00:00:00Z,0,0,0
1975-04-13T00:00:00Z,0.010742107,0.003367204,0.05802761
1975-04-14T00:00:00Z,0.6837705,1.0812742,1.0398433
1975-04-15T00:00:00Z,1.6758276,3.5274873,1.8781606
1975-04-16T00:00:00Z,0.001133557,3.39E-04,0.018420098
1975-04-17T00:00:00Z,0.012043959,0.009192311,0.095876545
1975-04-18T00:00:00Z,0,0,0
1975-04-19T00:00:00Z,6.00E-04,1.80E-04,0.013407966
1975-04-20T00:00:00Z,0.012077212,0.005294301,0.072761945
1975-04-21T00:00:00Z,0.009633748,0.008170721,0.090392046
1975-04-22T00:00:00Z,0.25657845,0.31807882,0.56398475
1975-04-23T00:00:00Z,0,0,0
1975-04-24T00:00:00Z,0.9899987,1.01148,1.0057236
1975-04-25T00:00:00Z,2.0904868,2.287919,1.5125868
1975-04-26T00:00:00Z,4.5858235,6.0203733,2.453645
1975-04-27T00:00:00Z,6.9266934,8.129564,2.8512392
1975-04-28T00:00:00Z,0.00322851,9.60E-04,0.030977326
1975-04-29T00:00:00Z,0.001582206,0.001024896,0.032013997
1975-04-30T00:00:00Z,0.46117145,0.31472015,0.5609992
1975-05-01T00:00:00Z,0.010945761,0.025347928,0.15921032
1975-05-02T00:00:00Z,0.06660709,0.07885189,0.2808058
1975-05-03T00:00:00Z,0,0,0
1975-05-04T00:00:00Z,0.01873193,0.031415235,0.17724343
1975-05-05T00:00:00Z,0.048159514,0.12580806,0.3546943
1975-05-06T00:00:00Z,0.00123796,7.58E-04,0.027526546
1975-05-07T00:00:00Z,0.001043135,3.12E-04,0.01767284
1975-05-08T00:00:00Z,0.00499105,0.001701467,0.041248847
1975-05-09T00:00:00Z,0,0,0
1975-05-10T00:00:00Z,1.4537019,2.534803,1.5921065
1975-05-11T00:00:00Z,1.5689324,0.61245984,0.78259814
1975-05-12T00:00:00Z,0.84583753,0.671018,0.8191569
1975-05-13T00:00:00Z,0.005812766,0.001734309,0.041645035
1975-05-14T00:00:00Z,9.96E-04,2.98E-04,0.01727172
1975-05-15T00:00:00Z,0,0,0
1975-05-16T00:00:00Z,0.014004338,0.004521278,0.06724045
1975-05-17T00:00:00Z,0,0,0
1975-05-18T00:00:00Z,0,0,0
1975-05-19T00:00:00Z,0.001965516,5.87E-04,0.024221625
1975-05-20T00:00:00Z,0,0,0
1975-05-21T00:00:00Z,0.01263865,0.003753134,0.061262824
1975-05-22T00:00:00Z,0.88306016,0.5408029,0.735393
1975-05-23T00:00:00Z,0.26175523,0.35651535,0.59708905
1975-05-24T00:00:00Z,3.54E-04,1.06E-04,0.010311217
1975-05-25T00:00:00Z,0.002448206,7.30E-04,0.027010772
1975-05-26T00:00:00Z,0,0,0
1975-05-27T00:00:00Z,0,0,0
1975-05-28T00:00:00Z,0.002290264,6.83E-04,0.026131906
1975-05-29T00:00:00Z,0.001327978,3.97E-04,0.019930793
1975-05-30T00:00:00Z,1.08E-04,3.24E-05,0.005692991
1975-05-31T00:00:00Z,1.00E-04,4.01E-05,0.006335802
1975-06-01T00:00:00Z,0.008391722,0.002458818,0.04958647
1975-06-02T00:00:00Z,5.75E-04,1.74E-04,0.013207538
1975-06-03T00:00:00Z,0.012022147,0.003956334,0.062899396
1975-06-04T00:00:00Z,0.003968618,0.001176632,0.03430207
1975-06-05T00:00:00Z,0.06595844,0.01706771,0.13064344
1975-06-06T00:00:00Z,0.001363821,4.09E-04,0.02021711
1975-06-07T00:00:00Z,0.008943789,0.003172681,0.056326557
1975-06-08T00:00:00Z,0.002873407,8.57E-04,0.029275458
1975-06-09T00:00:00Z,0.002817936,8.39E-04,0.028960673
1975-06-10T00:00:00Z,0.001362983,4.40E-04,0.020967862
1975-06-11T00:00:00Z,1.99E-04,5.99E-05,0.007738052
1975-06-12T00:00:00Z,0,0,0
1975-06-13T00:00:00Z,0,0,0
1975-06-14T00:00:00Z,0,0,0
1975-06-15T00:00:00Z,0.02768739,0.008532062,0.09236916
1975-06-16T00:00:00Z,0.014461201,0.005275004,0.07262922
1975-06-17T00:00:00Z,7.90E-04,2.39E-04,0.015465053
1975-06-18T00:00:00Z,0.015651716,0.004852858,0.06966246
1975-06-19T00:00:00Z,0.056893323,0.019987373,0.1413767
1975-06-20T00:00:00Z,0.100527875,0.024490088,0.1564931
1975-06-21T00:00:00Z,3.6001198,15.429616,3.928055
1975-06-22T00:00:00Z,0.028305516,0.008635621,0.09292804
1975-06-23T00:00:00Z,0.011445905,0.003413835,0.05842803
1975-06-24T00:00:00Z,0.026989972,0.008171323,0.09039537
1975-06-25T00:00:00Z,0.107968785,0.026347127,0.16231798
1975-06-26T00:00:00Z,0.007398497,0.002399641,0.048986133
1975-06-27T00:00:00Z,0.042522807,0.013646702,0.1168191
1975-06-28T00:00:00Z,0.040364347,0.014949122,0.122266605
1975-06-29T00:00:00Z,0.09446551,0.025715616,0.16036089
1975-06-30T00:00:00Z,0.12531595,0.03597503,0.18967085
1975-07-01T00:00:00Z,0.06669281,0.019394713,0.1392649
1975-07-02T00:00:00Z,0.019307213,0.006420417,0.08012751
1975-07-03T00:00:00Z,0.028303102,0.009492597,0.09742996
1975-07-04T00:00:00Z,0.11764965,0.11273245,0.33575654
1975-07-05T00:00:00Z,0.019463446,0.00660076,0.08124506
1975-07-06T00:00:00Z,0.007514722,0.002201306,0.04691808
1975-07-07T00:00:00Z,0.049761795,0.01588717,0.12604432
1975-07-08T00:00:00Z,0.021623842,0.007495157,0.08657458
1975-07-09T00:00:00Z,0.004199347,0.001329729,0.03646545
1975-07-10T00:00:00Z,0.62945545,2.6791766,1.636819
1975-07-11T00:00:00Z,1.1409817,1.841125,1.3568807
1975-07-12T00:00:00Z,0.011854246,0.003601435,0.06001196
1975-07-13T00:00:00Z,0.01162629,0.003856401,0.062099926
1975-07-14T00:00:00Z,0.01932069,0.005871881,0.0766282
1975-07-15T00:00:00Z,0.009611701,0.004464639,0.06681796
1975-07-16T00:00:00Z,0.075226404,0.036288213,0.19049466
1975-07-17T00:00:00Z,9.94E-04,3.49E-04,0.0186793
1975-07-18T00:00:00Z,0.01858733,0.008309236,0.09115501
1975-07-19T00:00:00Z,0.021874627,0.010436256,0.102157995
1975-07-20T00:00:00Z,0.016468769,0.007238895,0.0850817
1975-07-21T00:00:00Z,0.005871737,0.001844356,0.042945962
1975-07-22T00:00:00Z,0.018313194,0.008140991,0.09022745
1975-07-23T00:00:00Z,0.018707106,0.008614584,0.09281478
1975-07-24T00:00:00Z,0.028159248,0.044483025,0.21090999
1975-07-25T00:00:00Z,0.052643634,0.019244708,0.1387253
1975-07-26T00:00:00Z,0.08438698,0.11076217,0.3328095
1975-07-27T00:00:00Z,0.09553528,0.03585739,0.18936048
1975-07-28T00:00:00Z,0.005376222,0.002938046,0.054203745
1975-07-29T00:00:00Z,0.033328485,0.014718197,0.12131858
1975-07-30T00:00:00Z,0.050014667,0.01757049,0.13255373
1975-07-31T00:00:00Z,0.07638133,0.026738899,0.16352034
1975-08-01T00:00:00Z,0.09146706,0.031037627,0.17617498
1975-08-02T00:00:00Z,0.052260675,0.019354936,0.13912202
1975-08-03T00:00:00Z,0.061476246,0.024959777,0.15798664
1975-08-04T00:00:00Z,0.010021254,0.00462345,0.06799596
1975-08-05T00:00:00Z,0.004797216,0.002641168,0.0513923
1975-08-06T00:00:00Z,0.002349031,0.001224738,0.034996253
1975-08-07T00:00:00Z,0.012418558,0.005294427,0.07276282
1975-08-08T00:00:00Z,0.019227533,0.008154864,0.090304285
1975-08-09T00:00:00Z,0.07097286,0.027890017,0.16700305
1975-08-10T00:00:00Z,0.18315767,0.21539405,0.46410564
1975-08-11T00:00:00Z,0.003973724,0.001707869,0.041326366
1975-08-12T00:00:00Z,0.005408408,0.002125451,0.046102613
1975-08-13T00:00:00Z,0.001925051,8.79E-04,0.029653378
1975-08-14T00:00:00Z,0.009359194,0.003313378,0.05756195
1975-08-15T00:00:00Z,0.03023323,0.0097132,0.09855557
1975-08-16T00:00:00Z,0.10727405,0.06851295,0.26174977
1975-08-17T00:00:00Z,0.17447664,0.28457892,0.5334594
1975-08-18T00:00:00Z,0.037287515,0.012977085,0.11391701
1975-08-19T00:00:00Z,0.04856018,0.07948796,0.28193608
1975-08-20T00:00:00Z,0.009438761,0.003336037,0.057758432
1975-08-21T00:00:00Z,0.6684782,1.0819417,1.0401642
1975-08-22T00:00:00Z,0.04184893,0.013727521,0.1171645
1975-08-23T00:00:00Z,0.01768462,0.005567507,0.07461573
1975-08-24T00:00:00Z,5.7635984,44.977234,6.7065067
1975-08-25T00:00:00Z,7.120942,40.015175,6.325755
1975-08-26T00:00:00Z,6.377746,45.392193,6.737373
1975-08-27T00:00:00Z,3.8214593,22.430882,4.736125
1975-08-28T00:00:00Z,0.053167176,0.018283462,0.13521636
1975-08-29T00:00:00Z,0.04345681,0.012155881,0.110253714
1975-08-30T00:00:00Z,0.10840978,0.054392878,0.23322281
1975-08-31T00:00:00Z,0.00547109,0.001851687,0.043031238
1975-09-01T00:00:00Z,9.29E-04,2.78E-04,0.016684504
1975-09-02T00:00:00Z,0.06456641,0.03600456,0.18974867
1975-09-03T00:00:00Z,5.95E-04,1.78E-04,0.01335808
1975-09-04T00:00:00Z,2.77E-04,8.32E-05,0.00912103
1975-09-05T00:00:00Z,0,0,0
1975-09-06T00:00:00Z,0.001650697,4.93E-04,0.02220895
1975-09-07T00:00:00Z,1.85E-05,5.56E-06,0.002357267
1975-09-08T00:00:00Z,1.85E-05,5.56E-06,0.002357267
1975-09-09T00:00:00Z,0.013579769,0.003895468,0.062413685
1975-09-10T00:00:00Z,0.002913216,0.001096454,0.03311274
1975-09-11T00:00:00Z,1.85E-05,5.56E-06,0.002357267
1975-09-12T00:00:00Z,0.006554822,0.002164252,0.04652152
1975-09-13T00:00:00Z,0.004278521,0.0012781,0.03575053
1975-09-14T00:00:00Z,0.007301751,0.002140478,0.046265297
1975-09-15T00:00:00Z,5.30E-04,1.59E-04,0.012610547
1975-09-16T00:00:00Z,1.4885324,2.2594302,1.5031401
1975-09-17T00:00:00Z,2.29E-04,6.86E-05,0.008284966
1975-09-18T00:00:00Z,0,0,0
1975-09-19T00:00:00Z,8.17E-05,2.46E-05,0.004955029
1975-09-20T00:00:00Z,0.104422845,0.08891759,0.29819053
1975-09-21T00:00:00Z,0.01784611,0.005203361,0.07213433
1975-09-22T00:00:00Z,10.689192,27.847277,5.277052
1975-09-23T00:00:00Z,0.27736557,0.30857992,0.5554997
1975-09-24T00:00:00Z,0.017512107,0.005264931,0.07255985
1975-09-25T00:00:00Z,6.47E-04,1.94E-04,0.013929571
1975-09-26T00:00:00Z,0.013042568,0.003748385,0.061224055
1975-09-27T00:00:00Z,0.007899765,0.002311052,0.0480734
1975-09-28T00:00:00Z,0.001288939,3.86E-04,0.019636927
1975-09-29T00:00:00Z,0.008809298,0.004004652,0.06328232
1975-09-30T00:00:00Z,0.017019205,0.004873621,0.06981132
1975-10-01T00:00:00Z,0,0,0
1975-10-02T00:00:00Z,1.54E-04,4.62E-05,0.006794074
1975-10-03T00:00:00Z,0,0,0
1975-10-04T00:00:00Z,1.9143314,4.979761,2.2315378
1975-10-05T00:00:00Z,11.882428,31.589085,5.6204166
1975-10-06T00:00:00Z,1.993929,4.2766995,2.0680182
1975-10-07T00:00:00Z,0.003250219,9.66E-04,0.031080162
1975-10-08T00:00:00Z,0,0,0
1975-10-09T00:00:00Z,0.02955261,0.011162207,0.10565135
1975-10-10T00:00:00Z,0.045927793,0.024907306,0.15782048
1975-10-11T00:00:00Z,0.001103444,3.30E-04,0.018174702
1975-10-12T00:00:00Z,0.008151251,0.00238257,0.048811577
1975-10-13T00:00:00Z,2.8155363,6.4482045,2.5393314
1975-10-14T00:00:00Z,0.10370089,0.047121394,0.21707463
1975-10-15T00:00:00Z,0.008733588,0.003262661,0.05711971
1975-10-16T00:00:00Z,0.39898613,0.23364976,0.4833733
1975-10-17T00:00:00Z,9.09E-04,4.58E-04,0.021410678
1975-10-18T00:00:00Z,0,0,0
1975-10-19T00:00:00Z,0.005945075,0.001771684,0.042091373
1975-10-20T00:00:00Z,0.001015901,3.09E-04,0.01757864
1975-10-21T00:00:00Z,0.01442869,0.00526004,0.07252613
1975-10-22T00:00:00Z,9.39E-04,2.81E-04,0.016771609
1975-10-23T00:00:00Z,0.006744238,0.001985617,0.044560257
1975-10-24T00:00:00Z,0.001114941,3.34E-04,0.018268794
1975-10-25T00:00:00Z,2.6553307,4.1274996,2.0316248
1975-10-26T00:00:00Z,3.701083,2.6339848,1.6229556
1975-10-27T00:00:00Z,0.033008628,0.016593592,0.12881611
1975-10-28T00:00:00Z,0.009973869,0.003216539,0.05671454
1975-10-29T00:00:00Z,0.006605144,0.00195883,0.044258673
1975-10-30T00:00:00Z,0,0,0
1975-10-31T00:00:00Z,0.08732873,0.04952475,0.22254157
1975-11-01T00:00:00Z,6.57E-05,1.97E-05,0.004442203
1975-11-02T00:00:00Z,5.81E-04,1.74E-04,0.013199257
1975-11-03T00:00:00Z,12.099495,90.79104,9.528433
1975-11-04T00:00:00Z,30.132343,38.388485,6.195844
