Year,Month,ClimateRegionIndex,SpeciesName,CohortAge,CohortWoodBiomass,CohortLeafBiomass,CohortBiomass,MortalityAGEwoodBiomass,MortalityAGEleafBiomass,MortalityTHINwoodBiomass,MortalityTHINleafBiomass,BaseLAI,SeaonalAdjustLAI,ActualLAI,SiteLAI,TreeLAI,GrowthLimitLAI,GrowthLimitSoilWater,GrowthLimitT,GrowthLimitN,GrowthLimitLAIcompetition,MaximumANPP,ActualWoodANPP,ActualLeafANPP,DeltaWood,DeltaLeaf,CohortMaximumBiomass,TotalSiteBiomass,AvailableWater,SoilTemperature,MineralNalloc,ResorbedNalloc,MineralNconsumed,ResorbedNconsumed,TotalNDemand,
1, 3, 0, 127, 50, 10989.7, 0.6, 10990.3, 0.003, 0, 11.754, 0.02623, 3.9, 1, 3.9, 22.5, 3.9, 0.84, 1, 0.76, 1, 0.04, 35, 0.765, 0.1911, -10.993, 0.1649, 100000, 442349, 7.9, 11.6, 0.336, 0, 0.005, 0, 0.005, 
1, 3, 0, 801, 45, 7307.3, 0, 7307.3, 0.001, 0, 7.307, 0, 4.1, 0, 0, 22.5, 0, 0, 1, 0.83, 1, 0.04, 85, 0, 0, -7.308, 0, 100000, 442338, 7.9, 11.6, 0.336, 0, 0, 0, 0, 
1, 3, 0, 801, 40, 1639.8, 0, 1639.8, 0, 0, 1.64, 0, 1.8, 0, 0, 22.5, 0, 0, 1, 0.83, 1, 0.04, 85, 0, 0, -1.64, 0, 100000, 442330, 7.9, 11.6, 0.335, 0, 0, 0, 0, 
1, 3, 0, 127, 35, 1639.8, 0.3, 1640.1, 0, 0, 1.969, 0.01127, 1.2, 1, 1.2, 23.7, 1.2, 0.42, 1, 0.76, 1, 0.04, 35, 0.329, 0.0823, -1.64, 0.071, 100000, 442329, 7.9, 11.6, 0.324, 0, 0.002, 0, 0.002, 
1, 3, 0, 801, 30, 4286.6, 0, 4286.6, 0, 0, 4.287, 0, 3.3, 0, 0, 23.7, 0, 0, 1, 0.83, 1, 0.04, 85, 0, 0, -4.287, 0, 100000, 442327, 7.9, 11.6, 0.336, 0, 0, 0, 0, 
1, 4, 0, 361, 180, 26248.2, 10, 26258.2, 5.422, 0.00206, 34.483, 0.2766, 5.6, 1, 5.6, 5.6, 5.6, 0.93, 1, 0.99, 1, 0.46, 41, 8.234, 3.5291, -31.67, 3.2504, 100000, 442323, 9.4, 16.5, 0.335, 0, 0.109, 0.004, 0.113, 
1, 4, 0, 801, 160, 58366, 0, 58366, 0.557, 0, 60.326, 0, 6.1, 0, 0.2, 5.8, 0.2, 0.09, 1, 0.99, 1, 0.44, 85, 1.96, 0.8399, -58.923, 0.8399, 100000, 442294, 9.4, 16.5, 0.335, 0.001, 0.025, 0.001, 0.026, 
1, 4, 0, 801, 155, 5603.9, 0, 5603.9, 0.044, 0, 7.858, 0, 3.7, 0, 0.2, 6, 0.2, 0.09, 1, 0.99, 1, 0.43, 85, 2.254, 0.966, -5.648, 0.966, 100000, 442235, 9.4, 16.5, 0.335, 0.004, 0.026, 0.004, 0.03, 
1, 4, 0, 361, 155, 4911.9, 9.2, 4921.1, 0.291, 0.00054, 10.772, 0.25549, 3.5, 1, 3.5, 9.5, 3.5, 0.81, 1, 0.99, 1, 0.27, 41, 5.86, 2.5116, -5.203, 2.2556, 100000, 442231, 9.4, 16.5, 0.335, 0, 0.077, 0.004, 0.081, 
1, 4, 0, 361, 150, 6032.9, 5.4, 6038.3, 0.278, 0.00025, 9.518, 0.15014, 3.8, 1, 3.8, 13.3, 3.8, 0.83, 1, 0.99, 1, 0.16, 41, 3.485, 1.4935, -6.311, 1.3431, 100000, 442228, 9.4, 16.5, 0.335, 0, 0.046, 0.002, 0.048, 
1, 4, 0, 801, 140, 12242.8, 0, 12242.8, 0.056, 0, 13.004, 0, 4.8, 0, 0.2, 13.5, 0.2, 0.09, 1, 0.99, 1, 0.15, 85, 0.761, 0.3263, -12.298, 0.3263, 100000, 442223, 9.4, 16.5, 0.335, 0.001, 0.009, 0.001, 0.01, 
1, 4, 0, 801, 130, 133436.2, 0, 133436.2, 0.419, 0, 133.921, 0, 6.3, 0, 0.2, 13.7, 0.2, 0.09, 1, 0.99, 1, 0.15, 85, 0.485, 0.2077, -133.856, 0.2077, 100000, 442211, 9.4, 16.5, 0.335, 0, 0.006, 0, 0.006, 
1, 4, 0, 361, 130, 3189.7, 3.4, 3193, 0.054, 6E-05, 5.215, 0.09365, 2.8, 1, 2.8, 16.5, 2.8, 0.73, 1, 0.99, 1, 0.1, 41, 2.026, 0.8682, -3.244, 0.7744, 100000, 442077, 9.4, 16.5, 0.335, 0, 0.027, 0.001, 0.028, 
1, 4, 0, 361, 125, 3505.9, 2.3, 3508.1, 0.046, 3E-05, 4.876, 0.06317, 2.9, 1, 2.9, 19.4, 2.9, 0.75, 1, 0.99, 1, 0.07, 41, 1.37, 0.5873, -3.552, 0.5241, 100000, 442074, 9.4, 16.5, 0.335, 0, 0.018, 0.001, 0.019, 
1, 4, 0, 801, 125, 57076.4, 0, 57076.4, 0.149, 0, 57.312, 0, 6, 0, 0.2, 19.6, 0.2, 0.09, 1, 0.99, 1, 0.06, 85, 0.235, 0.1008, -57.225, 0.1008, 100000, 442071, 9.4, 16.5, 0.335, 0, 0.003, 0, 0.003, 
1, 4, 0, 801, 90, 17071.5, 0, 17071.5, 0.012, 0, 17.393, 0, 5.2, 0, 0.2, 19.8, 0.2, 0.09, 1, 0.99, 1, 0.06, 85, 0.322, 0.1379, -17.084, 0.1379, 100000, 442014, 9.4, 16.5, 0.335, 0, 0.004, 0, 0.004, 
1, 4, 0, 801, 85, 60698.6, 0, 60698.6, 0.036, 0, 60.995, 0, 6.1, 0, 0.2, 20, 0.2, 0.09, 1, 0.99, 1, 0.06, 85, 0.296, 0.1268, -60.735, 0.1268, 100000, 441997, 9.4, 16.5, 0.335, 0, 0.004, 0, 0.004, 
1, 4, 0, 801, 65, 18824.7, 0, 18824.7, 0.005, 0, 19.133, 0, 5.3, 0, 0.2, 20.2, 0.2, 0.09, 1, 0.99, 1, 0.06, 85, 0.309, 0.1323, -18.83, 0.1323, 100000, 441937, 9.4, 16.5, 0.335, 0, 0.004, 0, 0.004, 
1, 4, 0, 801, 60, 6524, 0, 6524, 0.002, 0, 6.827, 0, 3.9, 0, 0.2, 20.4, 0.2, 0.09, 1, 0.99, 1, 0.06, 85, 0.303, 0.1297, -6.526, 0.1297, 100000, 441918, 9.4, 16.5, 0.335, 0.001, 0.003, 0.001, 0.004, 
1, 4, 0, 801, 50, 2730.3, 0, 2730.3, 0, 0, 3.025, 0, 2.5, 0, 0.2, 20.6, 0.2, 0.09, 1, 0.99, 1, 0.06, 85, 0.295, 0.1264, -2.731, 0.1264, 100000, 441912, 9.4, 16.5, 0.335, 0.001, 0.003, 0.001, 0.004, 
1, 4, 0, 127, 50, 10978.7, 0.8, 10979.5, 0.003, 0, 11.704, 0.0331, 3.9, 1, 3.9, 24.5, 3.9, 0.84, 1, 0.96, 1, 0.03, 35, 0.725, 0.1812, -10.982, 0.1481, 100000, 441909, 9.4, 16.5, 0.335, 0, 0.004, 0, 0.005, 
1, 4, 0, 801, 45, 7300, 0, 7300, 0.001, 0, 7.466, 0, 4.1, 0, 0.2, 24.7, 0.2, 0.09, 1, 0.99, 1, 0.03, 85, 0.166, 0.0713, -7.301, 0.0713, 100000, 441898, 9.4, 16.5, 0.335, 0, 0.002, 0, 0.002, 
1, 4, 0, 801, 40, 1638.2, 0, 1638.2, 0, 0, 1.8, 0, 1.8, 0, 0.2, 24.9, 0.2, 0.09, 1, 0.99, 1, 0.03, 85, 0.162, 0.0695, -1.638, 0.0695, 100000, 441891, 9.4, 16.5, 0.335, 0, 0.002, 0, 0.002, 
1, 4, 0, 127, 35, 1638.2, 0.3, 1638.5, 0, 0, 1.933, 0.01423, 1.2, 1, 1.2, 26.1, 1.2, 0.42, 1, 0.96, 1, 0.03, 35, 0.295, 0.0737, -1.638, 0.0595, 100000, 441889, 9.4, 16.5, 0.323, 0, 0.002, 0, 0.002, 
1, 4, 0, 801, 30, 4282.3, 0, 4282.3, 0, 0, 4.416, 0, 3.3, 0, 0.2, 26.3, 0.2, 0.09, 1, 0.99, 1, 0.03, 85, 0.134, 0.0573, -4.283, 0.0573, 100000, 441887, 9.4, 16.5, 0.335, 0, 0.002, 0, 0.002, 
1, 5, 0, 361, 180, 26216.6, 13.2, 26229.8, 5.415, 0.00273, 34.285, 0.36689, 5.6, 1, 5.6, 5.6, 5.6, 0.93, 1, 0.97, 1, 0.46, 41, 8.069, 3.458, -31.632, 3.0884, 100000, 441883, 8, 20.3, 0.338, 0, 0.106, 0.005, 0.111, 
1, 5, 0, 801, 160, 58307.1, 0.8, 58307.9, 0.557, 1E-05, 68.18, 0, 6.1, 0.27, 1.6, 7.2, 1.6, 0.54, 0.9, 0.98, 1, 0.36, 85, 9.873, 4.2312, -58.864, 4.2311, 100000, 441855, 8, 20.3, 0.338, 0, 0.13, 0, 0.13, 
1, 5, 0, 801, 155, 5598.3, 1, 5599.2, 0.044, 1E-05, 12.265, 0, 3.7, 0.3, 1.1, 8.4, 1.1, 0.41, 0.9, 0.98, 1, 0.31, 85, 6.666, 2.8571, -5.643, 2.8571, 100000, 441801, 8, 20.3, 0.338, 0, 0.088, 0, 0.088, 
1, 5, 0, 361, 155, 4906.7, 11.5, 4918.2, 0.29, 0.00068, 8.997, 0.31814, 3.5, 1, 3.5, 11.8, 3.5, 0.81, 1, 0.97, 1, 0.19, 41, 4.09, 1.7529, -5.197, 1.434, 100000, 441798, 8, 20.3, 0.338, 0, 0.052, 0.004, 0.056, 
1, 5, 0, 361, 150, 6026.6, 6.7, 6033.3, 0.278, 0.00031, 8.438, 0.18745, 3.8, 1, 3.8, 15.6, 3.8, 0.83, 1, 0.97, 1, 0.11, 41, 2.411, 1.0334, -6.304, 0.8457, 100000, 441794, 8, 20.3, 0.338, 0, 0.031, 0.003, 0.033, 
1, 5, 0, 801, 140, 12230.5, 0.3, 12230.8, 0.056, 0, 13.443, 0, 4.8, 0.12, 0.6, 16.2, 0.6, 0.23, 0.9, 0.98, 1, 0.1, 85, 1.213, 0.5198, -12.286, 0.5198, 100000, 441788, 8, 20.3, 0.338, 0, 0.016, 0, 0.016, 
1, 5, 0, 801, 130, 133302.4, 0.2, 133302.6, 0.419, 0, 134.024, 0, 6.3, 0.08, 0.5, 16.7, 0.5, 0.2, 0.9, 0.98, 1, 0.1, 85, 0.721, 0.3091, -133.721, 0.3091, 100000, 441777, 8, 20.3, 0.338, 0, 0.009, 0, 0.009, 
1, 5, 0, 361, 130, 3186.4, 4.1, 3190.6, 0.054, 7E-05, 4.487, 0.11517, 2.8, 1, 2.8, 19.5, 2.8, 0.73, 1, 0.97, 1, 0.07, 41, 1.3, 0.5573, -3.24, 0.4421, 100000, 441644, 8, 20.3, 0.338, 0, 0.016, 0.002, 0.018, 
1, 5, 0, 361, 125, 3502.3, 2.8, 3505.1, 0.046, 4E-05, 4.38, 0.07773, 2.9, 1, 2.9, 22.4, 2.9, 0.75, 1, 0.97, 1, 0.04, 41, 0.878, 0.3761, -3.549, 0.2983, 100000, 441641, 8, 20.3, 0.338, 0, 0.011, 0.001, 0.012, 
1, 5, 0, 801, 125, 57019.2, 0.1, 57019.3, 0.149, 0, 57.137, 0, 6, 0.04, 0.2, 22.6, 0.2, 0.1, 0.9, 0.98, 1, 0.04, 85, 0.118, 0.0506, -57.168, 0.0506, 100000, 441637, 8, 20.3, 0.338, 0, 0.002, 0, 0.002, 
1, 5, 0, 801, 90, 17054.4, 0.1, 17054.5, 0.012, 0, 17.294, 0, 5.2, 0.05, 0.3, 22.9, 0.3, 0.12, 0.9, 0.98, 1, 0.04, 85, 0.24, 0.1027, -17.067, 0.1027, 100000, 441580, 8, 20.3, 0.338, 0, 0.003, 0, 0.003, 
1, 5, 0, 801, 85, 60637.9, 0.1, 60638, 0.036, 0, 60.868, 0, 6.1, 0.05, 0.3, 23.2, 0.3, 0.12, 0.9, 0.98, 1, 0.04, 85, 0.23, 0.0987, -60.674, 0.0987, 100000, 441563, 8, 20.3, 0.338, 0, 0.003, 0, 0.003, 
1, 5, 0, 801, 65, 18805.8, 0.1, 18806, 0.005, 0, 19.027, 0, 5.3, 0.05, 0.3, 23.4, 0.3, 0.11, 0.9, 0.98, 1, 0.04, 85, 0.222, 0.095, -18.811, 0.095, 100000, 441502, 8, 20.3, 0.338, 0, 0.003, 0, 0.003, 
1, 5, 0, 801, 60, 6517.5, 0.1, 6517.6, 0.002, 0, 6.689, 0, 3.9, 0.05, 0.2, 23.6, 0.2, 0.09, 0.9, 0.98, 1, 0.04, 85, 0.172, 0.0735, -6.519, 0.0735, 100000, 441484, 8, 20.3, 0.338, 0, 0.002, 0, 0.002, 
1, 5, 0, 801, 50, 2727.6, 0.1, 2727.7, 0, 0, 2.895, 0, 2.5, 0.05, 0.2, 23.8, 0.2, 0.09, 0.9, 0.98, 1, 0.04, 85, 0.168, 0.0718, -2.728, 0.0718, 100000, 441478, 8, 20.3, 0.338, 0, 0.002, 0, 0.002, 
1, 5, 0, 127, 50, 10967.7, 0.9, 10968.6, 0.003, 0, 11.403, 0.03927, 3.9, 1, 3.9, 27.7, 3.9, 0.84, 0.9, 1, 1, 0.02, 35, 0.436, 0.1089, -10.971, 0.0696, 100000, 441476, 8, 20.3, 0.338, 0, 0.003, 0, 0.003, 
1, 5, 0, 801, 45, 7292.7, 0.1, 7292.7, 0.001, 0, 7.387, 0, 4.1, 0.03, 0.2, 27.9, 0.2, 0.09, 0.9, 0.98, 1, 0.02, 85, 0.094, 0.0404, -7.294, 0.0404, 100000, 441465, 8, 20.3, 0.338, 0, 0.001, 0, 0.001, 
1, 5, 0, 801, 40, 1636.5, 0.1, 1636.6, 0, 0, 1.729, 0, 1.8, 0.03, 0.2, 28.1, 0.2, 0.09, 0.9, 0.98, 1, 0.02, 85, 0.092, 0.0395, -1.637, 0.0395, 100000, 441458, 8, 20.3, 0.338, 0, 0.001, 0, 0.001, 
1, 5, 0, 127, 35, 1636.5, 0.4, 1636.9, 0, 0, 1.814, 0.01671, 1.2, 1, 1.2, 29.3, 1.2, 0.42, 0.9, 1, 1, 0.02, 35, 0.177, 0.0444, -1.637, 0.0277, 100000, 441457, 8, 20.3, 0.326, 0, 0.001, 0, 0.001, 
1, 5, 0, 801, 30, 4278, 0.1, 4278, 0, 0, 4.354, 0, 3.3, 0.02, 0.2, 29.5, 0.2, 0.09, 0.9, 0.98, 1, 0.02, 85, 0.076, 0.0326, -4.278, 0.0326, 100000, 441456, 8, 20.3, 0.338, 0, 0.001, 0, 0.001, 
1, 6, 0, 361, 181, 26184.9, 16.3, 26201.2, 5.686, 0.00354, 32.624, 0.45268, 5.6, 1, 5.6, 5.6, 5.6, 0.93, 0.9, 0.95, 1, 0.46, 41, 6.439, 2.7596, -31.871, 2.3034, 100000, 441451, 7.6, 21.1, 0.356, 0, 0.082, 0.006, 0.089, 
1, 6, 0, 801, 161, 58248.2, 5.1, 58253.3, 0.577, 5E-05, 66.955, 0, 6.1, 0.85, 5.2, 10.7, 5.2, 0.91, 0.79, 0.96, 1, 0.22, 85, 8.707, 3.7314, -58.825, 3.7314, 100000, 441421, 7.6, 21.1, 0.356, 0, 0.115, 0, 0.115, 
1, 6, 0, 801, 156, 5592.6, 3.8, 5596.4, 0.046, 3E-05, 10.505, 0, 3.7, 0.76, 2.8, 13.6, 2.8, 0.73, 0.79, 0.96, 1, 0.15, 85, 4.913, 2.1055, -5.639, 2.1055, 100000, 441366, 7.6, 21.1, 0.356, 0, 0.065, 0, 0.065, 
1, 6, 0, 361, 156, 4901.5, 12.9, 4914.4, 0.305, 0.0008, 6.508, 0.35798, 3.5, 1, 3.5, 17, 3.5, 0.81, 0.9, 0.95, 1, 0.09, 41, 1.606, 0.6883, -5.206, 0.3295, 100000, 441362, 7.6, 21.1, 0.356, 0, 0.017, 0.005, 0.022, 
1, 6, 0, 361, 151, 6020.3, 7.6, 6027.9, 0.292, 0.00037, 6.921, 0.21094, 3.8, 1, 3.8, 20.9, 3.8, 0.83, 0.9, 0.95, 1, 0.05, 41, 0.901, 0.3859, -6.312, 0.1746, 100000, 441357, 7.6, 21.1, 0.356, 0, 0.009, 0.003, 0.012, 
1, 6, 0, 801, 141, 12218.2, 0.8, 12219, 0.058, 0, 13.109, 0, 4.8, 0.27, 1.3, 22.2, 1.3, 0.46, 0.79, 0.96, 1, 0.04, 85, 0.891, 0.3818, -12.276, 0.3818, 100000, 441351, 7.6, 21.1, 0.356, 0, 0.012, 0, 0.012, 
1, 6, 0, 801, 131, 133168.7, 0.5, 133169.2, 0.434, 0, 133.569, 0, 6.3, 0.18, 1.1, 23.3, 1.1, 0.41, 0.79, 0.96, 1, 0.04, 85, 0.4, 0.1716, -133.603, 0.1716, 100000, 441339, 7.6, 21.1, 0.356, 0, 0.005, 0, 0.005, 
1, 6, 0, 361, 131, 3183.2, 4.6, 3187.8, 0.057, 8E-05, 3.61, 0.12745, 2.8, 1, 2.8, 26.1, 2.8, 0.73, 0.9, 0.95, 1, 0.03, 41, 0.427, 0.183, -3.24, 0.0555, 100000, 441205, 7.6, 21.1, 0.356, 0, 0.004, 0.002, 0.006, 
1, 6, 0, 361, 126, 3498.8, 3.1, 3501.9, 0.049, 4E-05, 3.782, 0.08602, 2.9, 1, 2.9, 29, 2.9, 0.75, 0.9, 0.95, 1, 0.02, 41, 0.283, 0.1215, -3.547, 0.0354, 100000, 441202, 7.6, 21.1, 0.356, 0, 0.003, 0.001, 0.004, 
1, 6, 0, 801, 126, 56962, 0.2, 56962.1, 0.154, 0, 56.962, 0, 6, 0.06, 0.3, 29.3, 0.3, 0.15, 0.79, 0.96, 1, 0.02, 85, 0, 0, -57.116, 0, 100000, 441199, 7.6, 21.1, 0.356, 0, 0, 0, 0, 
1, 6, 0, 801, 91, 17037.3, 0.2, 17037.6, 0.013, 0, 17.161, 0, 5.2, 0.09, 0.4, 29.8, 0.4, 0.19, 0.79, 0.96, 1, 0.02, 85, 0.124, 0.0531, -17.05, 0.0531, 100000, 441142, 7.6, 21.1, 0.356, 0, 0.002, 0, 0.002, 
1, 6, 0, 801, 86, 60577.2, 0.2, 60577.5, 0.037, 0, 60.686, 0, 6.1, 0.08, 0.5, 30.3, 0.5, 0.21, 0.79, 0.96, 1, 0.01, 85, 0.108, 0.0465, -60.615, 0.0465, 100000, 441125, 7.6, 21.1, 0.356, 0, 0.001, 0, 0.001, 
1, 6, 0, 801, 66, 18787, 0.2, 18787.3, 0.006, 0, 18.896, 0, 5.3, 0.08, 0.4, 30.7, 0.4, 0.18, 0.79, 0.96, 1, 0.01, 85, 0.109, 0.0467, -18.793, 0.0467, 100000, 441064, 7.6, 21.1, 0.356, 0, 0.001, 0, 0.001, 
1, 6, 0, 801, 61, 6510.9, 0.2, 6511.1, 0.002, 0, 6.584, 0, 3.9, 0.07, 0.3, 31, 0.3, 0.13, 0.79, 0.96, 1, 0.01, 85, 0.074, 0.0315, -6.513, 0.0315, 100000, 441045, 7.6, 21.1, 0.356, 0, 0.001, 0, 0.001, 
1, 6, 0, 801, 51, 2724.8, 0.2, 2725, 0, 0, 2.776, 0, 2.5, 0.07, 0.2, 31.2, 0.2, 0.09, 0.79, 0.96, 1, 0.01, 85, 0.051, 0.0218, -2.725, 0.0218, 100000, 441038, 7.6, 21.1, 0.356, 0, 0.001, 0, 0.001, 
1, 6, 0, 127, 51, 10956.7, 1, 10957.7, 0.004, 0, 11.089, 0.04217, 3.9, 1, 3.9, 35.1, 3.9, 0.84, 0.79, 1, 1, 0.01, 35, 0.133, 0.0332, -10.96, -0.009, 100000, 441035, 7.6, 21.1, 0.356, 0, 0.001, 0, 0.001, 
1, 6, 0, 801, 46, 7285.4, 0.1, 7285.5, 0.001, 0, 7.314, 0, 4.1, 0.04, 0.2, 35.3, 0.2, 0.09, 0.79, 0.96, 1, 0.01, 85, 0.028, 0.0121, -7.286, 0.0121, 100000, 441024, 7.6, 21.1, 0.356, 0, 0, 0, 0, 
1, 6, 0, 801, 41, 1634.9, 0.1, 1635, 0, 0, 1.663, 0, 1.8, 0.04, 0.2, 35.5, 0.2, 0.09, 0.79, 0.96, 1, 0.01, 85, 0.028, 0.012, -1.635, 0.012, 100000, 441017, 7.6, 21.1, 0.355, 0, 0, 0, 0, 
1, 6, 0, 127, 36, 1634.9, 0.4, 1635.3, 0, 0, 1.69, 0.01786, 1.2, 1, 1.2, 36.6, 1.2, 0.42, 0.79, 1, 1, 0.01, 35, 0.055, 0.0137, -1.635, -0.0042, 100000, 441015, 7.6, 21.1, 0.343, 0, 0, 0, 0, 
1, 6, 0, 801, 31, 4273.7, 0.1, 4273.8, 0, 0, 4.297, 0, 3.3, 0.03, 0.2, 36.8, 0.2, 0.09, 0.79, 0.96, 1, 0.01, 85, 0.023, 0.0099, -4.274, 0.0099, 100000, 441013, 7.6, 21.1, 0.356, 0, 0, 0, 0, 
2, 7, 0, 361, 181, 26153.1, 18.6, 26171.7, 5.679, 0.00404, 28.836, 0.51666, 5.6, 1, 5.6, 5.6, 5.6, 0.93, 0.65, 0.85, 1, 0.46, 41, 2.683, 1.15, -31.832, 0.6293, 100000, 441009, 7.6, 24, 0.395, 0, 0.03, 0.007, 0.037, 
2, 7, 0, 801, 161, 58189.4, 8.8, 58198.2, 0.577, 9E-05, 63.332, 0, 6.1, 0.96, 5.8, 11.4, 5.8, 0.94, 0.57, 0.87, 1, 0.2, 85, 5.142, 2.2038, -58.766, 2.2037, 100000, 440978, 7.6, 24, 0.395, 0, 0.068, 0, 0.068, 
2, 7, 0, 801, 156, 5587, 5.9, 5592.9, 0.046, 5E-05, 8.498, 0, 3.7, 0.89, 3.3, 14.7, 3.3, 0.79, 0.57, 0.87, 1, 0.13, 85, 2.911, 1.2475, -5.633, 1.2474, 100000, 440921, 7.6, 24, 0.395, 0, 0.038, 0, 0.038, 
2, 7, 0, 361, 156, 4896.3, 13.2, 4909.5, 0.305, 0.00082, 5.672, 0.36713, 3.5, 1, 3.5, 18.2, 3.5, 0.8, 0.65, 0.85, 1, 0.08, 41, 0.776, 0.3325, -5.201, -0.0355, 100000, 440917, 7.6, 24, 0.395, 0, 0.005, 0.005, 0.011, 
2, 7, 0, 361, 151, 6014, 7.8, 6021.7, 0.291, 0.00038, 6.411, 0.21579, 3.8, 1, 3.8, 22, 3.8, 0.83, 0.65, 0.85, 1, 0.05, 41, 0.397, 0.17, -6.305, -0.0462, 100000, 440912, 7.6, 24, 0.395, 0, 0.002, 0.003, 0.005, 
2, 7, 0, 801, 141, 12205.9, 1.2, 12207.1, 0.058, 1E-05, 12.761, 0, 4.8, 0.37, 1.8, 23.8, 1.8, 0.57, 0.57, 0.87, 1, 0.04, 85, 0.556, 0.2381, -12.264, 0.2381, 100000, 440906, 7.6, 24, 0.395, 0, 0.007, 0, 0.007, 
2, 7, 0, 801, 131, 133035, 0.7, 133035.7, 0.434, 0, 133.153, 0, 6.3, 0.23, 1.4, 25.2, 1.4, 0.49, 0.57, 0.87, 1, 0.03, 85, 0.118, 0.0506, -133.469, 0.0505, 100000, 440894, 7.6, 24, 0.395, 0, 0.002, 0, 0.002, 
2, 7, 0, 361, 131, 3179.9, 4.6, 3184.6, 0.057, 8E-05, 3.367, 0.12899, 2.8, 1, 2.8, 28, 2.8, 0.73, 0.65, 0.85, 1, 0.02, 41, 0.187, 0.0803, -3.237, -0.0487, 100000, 440761, 7.6, 24, 0.395, 0, 0.001, 0.002, 0.003, 
2, 7, 0, 361, 126, 3495.2, 3.1, 3498.4, 0.049, 4E-05, 3.616, 0.087, 2.9, 1, 2.9, 30.9, 2.9, 0.75, 0.65, 0.85, 1, 0.01, 41, 0.121, 0.0517, -3.544, -0.0354, 100000, 440758, 7.6, 24, 0.395, 0, 0, 0.001, 0.002, 
2, 7, 0, 801, 126, 56904.9, 0.2, 56905, 0.154, 0, 56.905, 0, 6, 0.06, 0.3, 31.3, 0.3, 0.15, 0.57, 0.87, 1, 0.01, 85, 0, 0, -57.059, 0, 100000, 440754, 7.6, 24, 0.395, 0, 0, 0, 0, 
2, 7, 0, 801, 91, 17020.3, 0.3, 17020.6, 0.013, 0, 17.088, 0, 5.2, 0.1, 0.5, 31.8, 0.5, 0.23, 0.57, 0.87, 1, 0.01, 85, 0.068, 0.0292, -17.033, 0.0292, 100000, 440696, 7.6, 24, 0.395, 0, 0.001, 0, 0.001, 
2, 7, 0, 801, 86, 60516.6, 0.3, 60516.9, 0.037, 0, 60.567, 0, 6.1, 0.1, 0.6, 32.4, 0.6, 0.24, 0.57, 0.87, 1, 0.01, 85, 0.05, 0.0215, -60.554, 0.0215, 100000, 440679, 7.6, 24, 0.395, 0, 0.001, 0, 0.001, 
2, 7, 0, 801, 66, 18768.2, 0.3, 18768.5, 0.006, 0, 18.828, 0, 5.3, 0.1, 0.5, 32.9, 0.5, 0.22, 0.57, 0.87, 1, 0.01, 85, 0.059, 0.0255, -18.774, 0.0255, 100000, 440619, 7.6, 24, 0.395, 0, 0.001, 0, 0.001, 
2, 7, 0, 801, 61, 6504.4, 0.2, 6504.7, 0.002, 0, 6.544, 0, 3.9, 0.08, 0.3, 33.3, 0.3, 0.14, 0.57, 0.87, 1, 0.01, 85, 0.039, 0.0168, -6.506, 0.0168, 100000, 440600, 7.6, 24, 0.395, 0, 0.001, 0, 0.001, 
2, 7, 0, 801, 51, 2722.1, 0.2, 2722.3, 0, 0, 2.746, 0, 2.5, 0.08, 0.2, 33.5, 0.2, 0.09, 0.57, 0.87, 1, 0.01, 85, 0.024, 0.0104, -2.723, 0.0104, 100000, 440594, 7.6, 24, 0.395, 0, 0, 0, 0, 
2, 7, 0, 127, 51, 10945.8, 1, 10946.8, 0.004, 0, 11.01, 0.0418, 3.9, 1, 3.9, 37.3, 3.9, 0.84, 0.57, 0.94, 1, 0.01, 35, 0.064, 0.0161, -10.949, -0.0257, 100000, 440591, 7.6, 24, 0.395, 0, 0, 0, 0, 
2, 7, 0, 801, 46, 7278.1, 0.1, 7278.2, 0.001, 0, 7.291, 0, 4.1, 0.05, 0.2, 37.5, 0.2, 0.09, 0.57, 0.87, 1, 0.01, 85, 0.013, 0.0056, -7.279, 0.0056, 100000, 440580, 7.6, 24, 0.395, 0, 0, 0, 0, 
2, 7, 0, 801, 41, 1633.3, 0.1, 1633.4, 0, 0, 1.647, 0, 1.8, 0.04, 0.2, 37.7, 0.2, 0.09, 0.57, 0.87, 1, 0.01, 85, 0.013, 0.0057, -1.633, 0.0057, 100000, 440572, 7.6, 24, 0.394, 0, 0, 0, 0, 
2, 7, 0, 127, 36, 1633.3, 0.4, 1633.7, 0, 0, 1.66, 0.01769, 1.2, 1, 1.2, 38.9, 1.2, 0.42, 0.57, 0.94, 1, 0, 35, 0.027, 0.0068, -1.634, -0.0109, 100000, 440570, 7.6, 24, 0.38, 0, 0, 0, 0, 
2, 7, 0, 801, 31, 4269.4, 0.1, 4269.5, 0, 0, 4.28, 0, 3.3, 0.04, 0.2, 39.1, 0.2, 0.09, 0.57, 0.87, 1, 0, 85, 0.011, 0.0046, -4.27, 0.0046, 100000, 440569, 7.6, 24, 0.395, 0, 0, 0, 0, 
2, 8, 0, 361, 181, 26121.2, 19.2, 26140.5, 5.672, 0.00418, 31.682, 0.53415, 5.6, 1, 5.6, 5.6, 5.6, 0.93, 0.82, 0.95, 1, 0.46, 41, 5.561, 2.3832, -31.794, 1.8449, 100000, 440565, 7.4, 21.3, 0.444, 0, 0.069, 0.008, 0.077, 
