Year,Month,ClimateRegionIndex,SpeciesName,CohortAge,CohortWoodBiomass,CohortLeafBiomass,CohortBiomass,MortalityAGEwoodBiomass,MortalityAGEleafBiomass,MortalityTHINwoodBiomass,MortalityTHINleafBiomass,BaseLAI,SeaonalAdjustLAI,ActualLAI,SiteLAI,TreeLAI,GrowthLimitLAI,GrowthLimitSoilWater,GrowthLimitT,GrowthLimitN,GrowthLimitLAIcompetition,MaximumANPP,ActualWoodANPP,ActualLeafANPP,DeltaWood,DeltaLeaf,CohortMaximumBiomass,TotalSiteBiomass,AvailableWater,SoilTemperature,MineralNalloc,ResorbedNalloc,MineralNconsumed,ResorbedNconsumed,TotalNDemand,
2, 8, 0, 801, 161, 58130.6, 11, 58141.6, 0.576, 0.00011, 65.409, 0, 6.1, 0.98, 6, 11.5, 6, 0.94, 0.72, 0.96, 1, 0.2, 85, 7.279, 3.1194, -58.707, 3.1193, 100000, 440535, 7.4, 21.3, 0.444, 0, 0.096, 0, 0.096, 
2, 8, 0, 801, 156, 5581.3, 7.2, 5588.5, 0.046, 6E-05, 9.599, 0, 3.7, 0.93, 3.4, 15, 3.4, 0.8, 0.72, 0.96, 1, 0.12, 85, 4.017, 1.7218, -5.627, 1.7217, 100000, 440480, 7.4, 21.3, 0.444, 0, 0.053, 0, 0.053, 
2, 8, 0, 361, 156, 4891.1, 13.2, 4904.3, 0.304, 0.00082, 6.041, 0.36614, 3.5, 1, 3.5, 18.5, 3.5, 0.8, 0.82, 0.95, 1, 0.08, 41, 1.15, 0.4929, -5.195, 0.1259, 100000, 440476, 7.4, 21.3, 0.444, 0, 0.011, 0.005, 0.016, 
2, 8, 0, 361, 151, 6007.7, 7.7, 6015.4, 0.291, 0.00037, 6.632, 0.21451, 3.8, 1, 3.8, 22.3, 3.8, 0.83, 0.82, 0.95, 1, 0.04, 41, 0.624, 0.2676, -6.299, 0.0527, 100000, 440471, 7.4, 21.3, 0.444, 0, 0.006, 0.003, 0.009, 
2, 8, 0, 801, 141, 12193.6, 1.5, 12195.1, 0.058, 1E-05, 12.999, 0, 4.8, 0.42, 2, 24.3, 2, 0.62, 0.72, 0.96, 1, 0.03, 85, 0.805, 0.345, -12.251, 0.345, 100000, 440465, 7.4, 21.3, 0.444, 0, 0.011, 0, 0.011, 
2, 8, 0, 801, 131, 132901.6, 0.7, 132902.3, 0.434, 0, 133.165, 0, 6.3, 0.24, 1.5, 25.8, 1.5, 0.51, 0.72, 0.96, 1, 0.03, 85, 0.263, 0.1128, -133.335, 0.1128, 100000, 440453, 7.4, 21.3, 0.444, 0, 0.003, 0, 0.003, 
2, 8, 0, 361, 131, 3176.7, 4.6, 3181.3, 0.057, 8E-05, 3.435, 0.12763, 2.8, 1, 2.8, 28.6, 2.8, 0.73, 0.82, 0.95, 1, 0.02, 41, 0.258, 0.1108, -3.233, -0.0169, 100000, 440320, 7.4, 21.3, 0.444, 0, 0.002, 0.002, 0.004, 
2, 8, 0, 361, 126, 3491.7, 3.1, 3494.8, 0.048, 4E-05, 3.661, 0.08602, 2.9, 1, 2.9, 31.5, 2.9, 0.75, 0.82, 0.95, 1, 0.01, 41, 0.169, 0.0724, -3.54, -0.0137, 100000, 440317, 7.4, 21.3, 0.444, 0, 0.001, 0.001, 0.002, 
2, 8, 0, 801, 126, 56847.8, 0.2, 56848, 0.154, 0, 56.848, 0, 6, 0.06, 0.3, 31.9, 0.3, 0.15, 0.72, 0.96, 1, 0.01, 85, 0, 0, -57.002, 0, 100000, 440314, 7.4, 21.3, 0.444, 0, 0, 0, 0, 
2, 8, 0, 801, 91, 17003.2, 0.3, 17003.6, 0.013, 0, 17.101, 0, 5.2, 0.11, 0.6, 32.5, 0.6, 0.24, 0.72, 0.96, 1, 0.01, 85, 0.098, 0.0418, -17.016, 0.0418, 100000, 440257, 7.4, 21.3, 0.444, 0, 0.001, 0, 0.001, 
2, 8, 0, 801, 86, 60456.1, 0.3, 60456.4, 0.037, 0, 60.533, 0, 6.1, 0.1, 0.6, 33.1, 0.6, 0.26, 0.72, 0.96, 1, 0.01, 85, 0.077, 0.033, -60.493, 0.033, 100000, 440240, 7.4, 21.3, 0.444, 0, 0.001, 0, 0.001, 
2, 8, 0, 801, 66, 18749.5, 0.3, 18749.8, 0.006, 0, 18.832, 0, 5.3, 0.11, 0.6, 33.7, 0.6, 0.23, 0.72, 0.96, 1, 0.01, 85, 0.082, 0.0352, -18.755, 0.0352, 100000, 440179, 7.4, 21.3, 0.444, 0, 0.001, 0, 0.001, 
2, 8, 0, 801, 61, 6497.9, 0.3, 6498.2, 0.002, 0, 6.551, 0, 3.9, 0.09, 0.4, 34, 0.4, 0.15, 0.72, 0.96, 1, 0.01, 85, 0.053, 0.0226, -6.499, 0.0226, 100000, 440161, 7.4, 21.3, 0.444, 0, 0.001, 0, 0.001, 
2, 8, 0, 801, 51, 2719.4, 0.2, 2719.6, 0, 0, 2.751, 0, 2.5, 0.08, 0.2, 34.2, 0.2, 0.09, 0.72, 0.96, 1, 0.01, 85, 0.032, 0.0136, -2.72, 0.0136, 100000, 440154, 7.4, 21.3, 0.444, 0, 0, 0, 0, 
2, 8, 0, 127, 51, 10934.8, 1, 10935.8, 0.004, 0, 11.013, 0.04073, 3.9, 1, 3.9, 38.1, 3.9, 0.84, 0.72, 0.99, 1, 0, 35, 0.078, 0.0196, -10.938, -0.0211, 100000, 440151, 7.4, 21.3, 0.444, 0, 0, 0, 0, 
2, 8, 0, 801, 46, 7270.8, 0.1, 7270.9, 0.001, 0, 7.287, 0, 4.1, 0.05, 0.2, 38.3, 0.2, 0.09, 0.72, 0.96, 1, 0, 85, 0.017, 0.0071, -7.272, 0.0071, 100000, 440140, 7.4, 21.3, 0.444, 0, 0, 0, 0, 
2, 8, 0, 801, 41, 1631.6, 0.1, 1631.8, 0, 0, 1.648, 0, 1.8, 0.05, 0.2, 38.5, 0.2, 0.09, 0.72, 0.96, 1, 0, 85, 0.017, 0.0072, -1.632, 0.0072, 100000, 440133, 7.4, 21.3, 0.443, 0, 0, 0, 0, 
2, 8, 0, 127, 36, 1631.6, 0.4, 1632, 0, 0, 1.664, 0.01723, 1.2, 1, 1.2, 39.7, 1.2, 0.42, 0.72, 0.99, 1, 0, 35, 0.033, 0.0082, -1.632, -0.0091, 100000, 440132, 7.4, 21.3, 0.427, 0, 0, 0, 0, 
2, 8, 0, 801, 31, 4265.2, 0.1, 4265.3, 0, 0, 4.279, 0, 3.3, 0.04, 0.2, 39.9, 0.2, 0.09, 0.72, 0.96, 1, 0, 85, 0.014, 0.0059, -4.266, 0.0059, 100000, 440130, 7.4, 21.3, 0.444, 0, 0, 0, 0, 
2, 9, 0, 361, 181, 26089.4, 21.1, 26110.5, 5.665, 0.00458, 33.897, 0.58539, 5.6, 1, 5.6, 5.6, 5.6, 0.93, 1, 0.97, 1, 0.46, 41, 7.808, 3.3461, -31.755, 2.7561, 100000, 440126, 7.9, 20.6, 0.485, 0, 0.099, 0.008, 0.107, 
2, 9, 0, 801, 161, 58071.9, 14.1, 58086, 0.576, 0.00014, 67.695, 0, 6.1, 1, 6, 11.6, 6, 0.94, 0.94, 0.97, 1, 0.2, 85, 9.624, 4.1244, -58.647, 4.1242, 100000, 440097, 7.9, 20.6, 0.485, 0, 0.127, 0, 0.127, 
2, 9, 0, 801, 156, 5575.7, 8.9, 5584.6, 0.046, 7E-05, 10.802, 0, 3.7, 0.96, 3.6, 15.2, 3.6, 0.81, 0.94, 0.97, 1, 0.12, 85, 5.226, 2.2397, -5.622, 2.2397, 100000, 440042, 7.9, 20.6, 0.485, 0, 0.069, 0, 0.069, 
2, 9, 0, 361, 156, 4885.9, 13.3, 4899.2, 0.304, 0.00083, 6.314, 0.36964, 3.5, 1, 3.5, 18.6, 3.5, 0.8, 1, 0.97, 1, 0.07, 41, 1.428, 0.6122, -5.19, 0.2417, 100000, 440039, 7.9, 20.6, 0.485, 0, 0.014, 0.005, 0.02, 
2, 9, 0, 361, 151, 6001.4, 7.8, 6009.1, 0.291, 0.00038, 6.795, 0.21597, 3.8, 1, 3.8, 22.4, 3.8, 0.83, 1, 0.97, 1, 0.04, 41, 0.794, 0.3402, -6.292, 0.1238, 100000, 440034, 7.9, 20.6, 0.485, 0, 0.008, 0.003, 0.011, 
2, 9, 0, 801, 141, 12181.4, 1.8, 12183.2, 0.058, 1E-05, 13.269, 0, 4.8, 0.49, 2.4, 24.8, 2.4, 0.67, 0.94, 0.97, 1, 0.03, 85, 1.087, 0.4661, -12.239, 0.466, 100000, 440027, 7.9, 20.6, 0.485, 0, 0.014, 0, 0.014, 
2, 9, 0, 801, 131, 132768.3, 0.9, 132769.1, 0.433, 0, 133.196, 0, 6.3, 0.27, 1.7, 26.6, 1.7, 0.56, 0.94, 0.97, 1, 0.02, 85, 0.428, 0.1834, -133.201, 0.1834, 100000, 440015, 7.9, 20.6, 0.485, 0, 0.006, 0, 0.006, 
2, 9, 0, 361, 131, 3173.5, 4.6, 3178, 0.057, 8E-05, 3.467, 0.12716, 2.8, 1, 2.8, 29.3, 2.8, 0.73, 1, 0.97, 1, 0.02, 41, 0.294, 0.1258, -3.23, -0.0014, 100000, 439882, 7.9, 20.6, 0.485, 0, 0.002, 0.002, 0.004, 
2, 9, 0, 361, 126, 3488.1, 3.1, 3491.2, 0.048, 4E-05, 3.681, 0.08564, 2.9, 1, 2.9, 32.3, 2.9, 0.75, 1, 0.97, 1, 0.01, 41, 0.193, 0.0827, -3.537, -0.003, 100000, 439878, 7.9, 20.6, 0.485, 0, 0.001, 0.001, 0.003, 
2, 9, 0, 801, 126, 56790.8, 0.2, 56791, 0.154, 0, 56.791, 0, 6, 0.06, 0.3, 32.6, 0.3, 0.15, 0.94, 0.97, 1, 0.01, 85, 0, 0, -56.945, 0, 100000, 439874, 7.9, 20.6, 0.485, 0, 0, 0, 0, 
2, 9, 0, 801, 91, 16986.2, 0.4, 16986.6, 0.013, 0, 17.116, 0, 5.2, 0.13, 0.7, 33.3, 0.7, 0.27, 0.94, 0.97, 1, 0.01, 85, 0.13, 0.0555, -16.999, 0.0555, 100000, 439818, 7.9, 20.6, 0.485, 0, 0.002, 0, 0.002, 
2, 9, 0, 801, 86, 60395.6, 0.3, 60395.9, 0.037, 0, 60.501, 0, 6.1, 0.12, 0.7, 34, 0.7, 0.28, 0.94, 0.97, 1, 0.01, 85, 0.105, 0.045, -60.433, 0.045, 100000, 439801, 7.9, 20.6, 0.485, 0, 0.001, 0, 0.001, 
2, 9, 0, 801, 66, 18730.7, 0.3, 18731.1, 0.006, 0, 18.836, 0, 5.3, 0.12, 0.6, 34.6, 0.6, 0.25, 0.94, 0.97, 1, 0.01, 85, 0.105, 0.045, -18.736, 0.045, 100000, 439741, 7.9, 20.6, 0.485, 0, 0.001, 0, 0.001, 
2, 9, 0, 801, 61, 6491.4, 0.3, 6491.7, 0.002, 0, 6.557, 0, 3.9, 0.1, 0.4, 35, 0.4, 0.17, 0.94, 0.97, 1, 0.01, 85, 0.066, 0.0282, -6.493, 0.0282, 100000, 439722, 7.9, 20.6, 0.485, 0, 0.001, 0, 0.001, 
2, 9, 0, 801, 51, 2716.7, 0.2, 2716.9, 0, 0, 2.755, 0, 2.5, 0.09, 0.2, 35.2, 0.2, 0.1, 0.94, 0.97, 1, 0.01, 85, 0.039, 0.0165, -2.717, 0.0165, 100000, 439716, 7.9, 20.6, 0.485, 0, 0.001, 0, 0.001, 
2, 9, 0, 127, 51, 10923.9, 1, 10924.8, 0.004, 0, 11.013, 0.03985, 3.9, 1, 3.9, 39.1, 3.9, 0.84, 0.94, 1, 1, 0, 35, 0.09, 0.0224, -10.927, -0.0175, 100000, 439714, 7.9, 20.6, 0.485, 0, 0, 0, 0.001, 
2, 9, 0, 801, 46, 7263.5, 0.1, 7263.7, 0.001, 0, 7.283, 0, 4.1, 0.05, 0.2, 39.3, 0.2, 0.09, 0.94, 0.97, 1, 0, 85, 0.02, 0.0084, -7.265, 0.0084, 100000, 439703, 7.9, 20.6, 0.485, 0, 0, 0, 0, 
2, 9, 0, 801, 41, 1630, 0.1, 1630.1, 0, 0, 1.649, 0, 1.8, 0.05, 0.2, 39.5, 0.2, 0.09, 0.94, 0.97, 1, 0, 85, 0.019, 0.0082, -1.63, 0.0082, 100000, 439696, 7.9, 20.6, 0.484, 0, 0, 0, 0, 
2, 9, 0, 127, 36, 1630, 0.4, 1630.4, 0, 0, 1.667, 0.01685, 1.2, 1, 1.2, 40.6, 1.2, 0.42, 0.94, 1, 1, 0, 35, 0.037, 0.0093, -1.63, -0.0076, 100000, 439694, 7.9, 20.6, 0.466, 0, 0, 0, 0, 
2, 9, 0, 801, 31, 4260.9, 0.1, 4261, 0, 0, 4.277, 0, 3.3, 0.04, 0.2, 40.8, 0.2, 0.09, 0.94, 0.97, 1, 0, 85, 0.016, 0.0068, -4.261, 0.0068, 100000, 439692, 7.9, 20.6, 0.485, 0, 0, 0, 0, 
2, 10, 0, 361, 181, 26057.7, 23.8, 26081.5, 5.659, 0.00517, 33.455, 0.66195, 5.6, 1, 5.6, 5.6, 5.6, 0.93, 1, 0.93, 1, 0.46, 41, 7.397, 3.1702, -31.716, 2.503, 100000, 439687, 8.3, 14.4, 0.517, 0, 0.092, 0.009, 0.102, 
2, 10, 0, 801, 161, 58013.3, 18.2, 58031.5, 0.575, 0.00018, 67.991, 18.24972, 6.1, 1, 6, 11.6, 6, 0.94, 1, 0.94, 1, 0.2, 85, 9.978, 4.2761, -58.588, -13.9736, 100000, 439658, 8.3, 14.4, 0.517, 0, 0.131, 0, 0.131, 
2, 10, 0, 801, 156, 5570.1, 11.1, 5581.2, 0.046, 9E-05, 10.965, 11.13728, 3.7, 0.98, 3.6, 15.3, 3.6, 0.82, 1, 0.94, 1, 0.12, 85, 5.395, 2.312, -5.616, -8.8253, 100000, 439585, 8.3, 14.4, 0.517, 0, 0.071, 0, 0.071, 
2, 10, 0, 361, 156, 4880.7, 13.5, 4894.3, 0.304, 0.00084, 6.231, 0.37636, 3.5, 1, 3.5, 18.7, 3.5, 0.8, 1, 0.93, 1, 0.07, 41, 1.35, 0.5785, -5.184, 0.2013, 100000, 439570, 8.3, 14.4, 0.517, 0, 0.013, 0.005, 0.019, 
2, 10, 0, 361, 151, 5995.1, 7.9, 6003, 0.29, 0.00038, 6.741, 0.21941, 3.8, 1, 3.8, 22.5, 3.8, 0.83, 1, 0.93, 1, 0.04, 41, 0.746, 0.3199, -6.286, 0.1001, 100000, 439565, 8.3, 14.4, 0.517, 0, 0.007, 0.003, 0.01, 
2, 10, 0, 801, 141, 12169.1, 2.3, 12171.4, 0.057, 1E-05, 13.312, 2.27693, 4.8, 0.58, 2.8, 25.3, 2.8, 0.73, 1, 0.94, 1, 0.03, 85, 1.143, 0.4898, -12.227, -1.7871, 100000, 439559, 8.3, 14.4, 0.517, 0, 0.015, 0, 0.015, 
2, 10, 0, 801, 131, 132635, 1, 132636.1, 0.433, 0, 133.084, 1.03504, 6.3, 0.32, 2, 27.3, 2, 0.61, 1, 0.94, 1, 0.02, 85, 0.449, 0.1925, -133.068, -0.8425, 100000, 439545, 8.3, 14.4, 0.517, 0, 0.006, 0, 0.006, 
2, 10, 0, 361, 131, 3170.2, 4.6, 3174.8, 0.057, 8E-05, 3.419, 0.12712, 2.8, 1, 2.8, 30.1, 2.8, 0.73, 1, 0.93, 1, 0.01, 41, 0.248, 0.1064, -3.227, -0.0208, 100000, 439411, 8.3, 14.4, 0.517, 0, 0.002, 0.002, 0.003, 
2, 10, 0, 361, 126, 3484.6, 3.1, 3487.7, 0.048, 4E-05, 3.647, 0.08556, 2.9, 1, 2.9, 33, 2.9, 0.75, 1, 0.93, 1, 0.01, 41, 0.162, 0.0695, -3.533, -0.0161, 100000, 439408, 8.3, 14.4, 0.517, 0, 0.001, 0.001, 0.002, 
2, 10, 0, 801, 126, 56733.9, 0.2, 56734, 0.154, 0, 56.734, 0.15143, 6, 0.06, 0.3, 33.4, 0.3, 0.15, 1, 0.94, 1, 0.01, 85, 0, 0, -56.888, -0.1514, 100000, 439405, 8.3, 14.4, 0.517, 0, 0, 0, 0, 
2, 10, 0, 801, 91, 16969.2, 0.4, 16969.6, 0.013, 0, 17.102, 0.42021, 5.2, 0.15, 0.8, 34.1, 0.8, 0.3, 1, 0.94, 1, 0.01, 85, 0.133, 0.057, -16.982, -0.3632, 100000, 439347, 8.3, 14.4, 0.517, 0, 0.002, 0, 0.002, 
2, 10, 0, 801, 86, 60335.1, 0.4, 60335.5, 0.037, 0, 60.44, 0.37143, 6.1, 0.13, 0.8, 34.9, 0.8, 0.31, 1, 0.94, 1, 0.01, 85, 0.105, 0.0451, -60.372, -0.3263, 100000, 439330, 8.3, 14.4, 0.517, 0, 0.001, 0, 0.001, 
2, 10, 0, 801, 66, 18712, 0.4, 18712.4, 0.005, 0, 18.816, 0.37963, 5.3, 0.13, 0.7, 35.6, 0.7, 0.28, 1, 0.94, 1, 0.01, 85, 0.104, 0.0446, -18.717, -0.335, 100000, 439269, 8.3, 14.4, 0.517, 0, 0.001, 0, 0.001, 
2, 10, 0, 801, 61, 6484.9, 0.3, 6485.2, 0.002, 0, 6.549, 0.30242, 3.9, 0.11, 0.4, 36.1, 0.4, 0.18, 1, 0.94, 1, 0.01, 85, 0.064, 0.0274, -6.487, -0.2751, 100000, 439250, 8.3, 14.4, 0.517, 0, 0.001, 0, 0.001, 
2, 10, 0, 801, 51, 2714, 0.3, 2714.2, 0, 0, 2.75, 0.26061, 2.5, 0.09, 0.2, 36.3, 0.2, 0.11, 1, 0.94, 1, 0.01, 85, 0.036, 0.0156, -2.714, -0.245, 100000, 439243, 8.3, 14.4, 0.517, 0, 0, 0, 0, 
2, 10, 0, 127, 51, 10912.9, 0.9, 10913.9, 0.004, 0, 10.985, 0.03912, 3.9, 1, 3.9, 40.2, 3.9, 0.84, 1, 0.89, 1, 0, 35, 0.072, 0.0181, -10.917, -0.021, 100000, 439240, 8.3, 14.4, 0.517, 0, 0, 0, 0, 
2, 10, 0, 801, 46, 7256.3, 0.1, 7256.4, 0.001, 0, 7.275, 0.14493, 4.1, 0.05, 0.2, 40.4, 0.2, 0.1, 1, 0.94, 1, 0, 85, 0.018, 0.0079, -7.257, -0.137, 100000, 439229, 8.3, 14.4, 0.517, 0, 0, 0, 0, 
2, 10, 0, 801, 41, 1628.4, 0.1, 1628.5, 0, 0, 1.645, 0.14216, 1.8, 0.05, 0.2, 40.6, 0.2, 0.09, 1, 0.94, 1, 0, 85, 0.017, 0.0073, -1.629, -0.1348, 100000, 439222, 8.3, 14.4, 0.517, 0, 0, 0, 0, 
2, 10, 0, 127, 36, 1628.4, 0.4, 1628.8, 0, 0, 1.659, 0.01654, 1.2, 1, 1.2, 41.7, 1.2, 0.42, 1, 0.89, 1, 0, 35, 0.03, 0.0076, -1.629, -0.009, 100000, 439220, 8.3, 14.4, 0.498, 0, 0, 0, 0, 
2, 10, 0, 801, 31, 4256.6, 0.1, 4256.7, 0, 0, 4.271, 0.117, 3.3, 0.04, 0.2, 41.9, 0.2, 0.09, 1, 0.94, 1, 0, 85, 0.014, 0.006, -4.257, -0.111, 100000, 439219, 8.3, 14.4, 0.517, 0, 0, 0, 0, 
2, 11, 0, 361, 181, 26026, 26.3, 26052.3, 5.652, 0.00572, 31.788, 0.73148, 5.6, 1, 5.6, 5.6, 5.6, 0.93, 1, 0.8, 1, 0.46, 41, 5.762, 2.4695, -31.678, 1.7323, 100000, 439215, 8.2, 11.7, 0.533, 0, 0.069, 0.01, 0.079, 
2, 11, 0, 801, 161, 57954.7, 4.3, 57959, 0.574, 4E-05, 67.868, 4.27609, 6.1, 0.8, 4.8, 10.4, 4.8, 0.9, 1, 0.83, 1, 0.23, 85, 9.913, 4.2485, -58.529, -0.0276, 100000, 439185, 8.2, 11.7, 0.533, 0.175, 0.131, 0, 0.131, 
2, 11, 0, 801, 156, 5564.5, 2.3, 5566.8, 0.046, 2E-05, 10.935, 2.31201, 3.7, 0.58, 2.1, 12.6, 2.1, 0.63, 1, 0.83, 1, 0.17, 85, 5.371, 2.3018, -5.61, -0.0102, 100000, 439127, 8.2, 11.7, 0.533, 0.107, 0.071, 0, 0.071, 
2, 11, 0, 361, 156, 4875.5, 13.8, 4889.3, 0.303, 0.00086, 6.614, 0.38195, 3.5, 1, 3.5, 16, 3.5, 0.8, 1, 0.8, 1, 0.11, 41, 1.738, 0.745, -5.179, 0.3622, 100000, 439122, 8.2, 11.7, 0.533, 0, 0.019, 0.005, 0.024, 
2, 11, 0, 361, 151, 5988.8, 8, 5996.8, 0.29, 0.00039, 6.972, 0.22219, 3.8, 1, 3.8, 19.8, 3.8, 0.83, 1, 0.8, 1, 0.06, 41, 0.983, 0.4212, -6.279, 0.1986, 100000, 439117, 8.2, 11.7, 0.533, 0, 0.01, 0.003, 0.014, 
2, 11, 0, 801, 141, 12156.9, 0.5, 12157.4, 0.057, 0, 12.987, 0.48982, 4.8, 0.17, 0.8, 20.6, 0.8, 0.32, 1, 0.83, 1, 0.06, 85, 0.83, 0.3557, -12.214, -0.1341, 100000, 439111, 8.2, 11.7, 0.533, 0.022, 0.011, 0, 0.011, 
2, 11, 0, 801, 131, 132502, 0.2, 132502.2, 0.432, 0, 132.682, 0.19252, 6.3, 0.07, 0.4, 21.1, 0.4, 0.19, 1, 0.83, 1, 0.05, 85, 0.18, 0.0772, -132.934, -0.1153, 100000, 439099, 8.2, 11.7, 0.533, 0.01, 0.002, 0, 0.002, 
2, 11, 0, 361, 131, 3167, 4.6, 3171.6, 0.056, 8E-05, 3.718, 0.12655, 2.8, 1, 2.8, 23.9, 2.8, 0.73, 1, 0.8, 1, 0.04, 41, 0.551, 0.2364, -3.223, 0.1097, 100000, 438966, 8.2, 11.7, 0.533, 0, 0.006, 0.002, 0.008, 
2, 11, 0, 361, 126, 3481.1, 3.1, 3484.1, 0.048, 4E-05, 3.85, 0.08511, 2.9, 1, 2.9, 26.8, 2.9, 0.75, 1, 0.8, 1, 0.02, 41, 0.369, 0.158, -3.529, 0.0728, 100000, 438963, 8.2, 11.7, 0.533, 0, 0.004, 0.001, 0.005, 
2, 11, 0, 801, 126, 56677, 0, 56677, 0.154, 0, 56.677, 0, 6, 0, 0.2, 27, 0.2, 0.09, 1, 0.83, 1, 0.02, 85, 0, 0, -56.831, 0, 100000, 438959, 8.2, 11.7, 0.533, 0.001, 0, 0, 0, 
2, 11, 0, 801, 91, 16952.2, 0.1, 16952.3, 0.013, 0, 17.042, 0.057, 5.2, 0.02, 0.2, 27.2, 0.2, 0.09, 1, 0.83, 1, 0.02, 85, 0.09, 0.0386, -16.965, -0.0185, 100000, 438903, 8.2, 11.7, 0.533, 0.004, 0.001, 0, 0.001, 
2, 11, 0, 801, 86, 60274.8, 0, 60274.8, 0.037, 0, 60.345, 0.04514, 6.1, 0.02, 0.2, 27.4, 0.2, 0.09, 1, 0.83, 1, 0.02, 85, 0.07, 0.03, -60.312, -0.0151, 100000, 438886, 8.2, 11.7, 0.533, 0.004, 0.001, 0, 0.001, 
2, 11, 0, 801, 66, 18693.3, 0, 18693.3, 0.005, 0, 18.783, 0.04463, 5.3, 0.02, 0.2, 27.6, 0.2, 0.09, 1, 0.83, 1, 0.02, 85, 0.09, 0.0384, -18.699, -0.0063, 100000, 438826, 8.2, 11.7, 0.533, 0.004, 0.001, 0, 0.001, 
2, 11, 0, 801, 61, 6478.4, 0, 6478.5, 0.002, 0, 6.568, 0.02736, 3.9, 0.01, 0.2, 27.8, 0.2, 0.09, 1, 0.83, 1, 0.02, 85, 0.09, 0.0384, -6.48, 0.0111, 100000, 438807, 8.2, 11.7, 0.533, 0.003, 0.001, 0, 0.001, 
2, 11, 0, 801, 51, 2711.2, 0, 2711.3, 0, 0, 2.799, 0.0156, 2.5, 0.01, 0.2, 28, 0.2, 0.09, 1, 0.83, 1, 0.02, 85, 0.088, 0.0377, -2.712, 0.0221, 100000, 438800, 8.2, 11.7, 0.533, 0.002, 0.001, 0, 0.001, 
2, 11, 0, 127, 51, 10902, 0.9, 10902.9, 0.004, 0, 11.107, 0.03824, 3.9, 1, 3.9, 31.8, 3.9, 0.84, 1, 0.77, 1, 0.01, 35, 0.205, 0.0513, -10.906, 0.0131, 100000, 438797, 8.2, 11.7, 0.533, 0, 0.001, 0, 0.001, 
2, 11, 0, 801, 46, 7249, 0, 7249, 0.001, 0, 7.298, 0.00791, 4.1, 0, 0.2, 32, 0.2, 0.09, 1, 0.83, 1, 0.01, 85, 0.049, 0.0211, -7.25, 0.0132, 100000, 438787, 8.2, 11.7, 0.533, 0.001, 0.001, 0, 0.001, 
2, 11, 0, 801, 41, 1626.7, 0, 1626.8, 0, 0, 1.675, 0.00732, 1.8, 0, 0.2, 32.2, 0.2, 0.09, 1, 0.83, 1, 0.01, 85, 0.048, 0.0208, -1.627, 0.0135, 100000, 438779, 8.2, 11.7, 0.532, 0.001, 0.001, 0, 0.001, 
2, 11, 0, 127, 36, 1626.7, 0.4, 1627.1, 0, 0, 1.711, 0.01616, 1.2, 1, 1.2, 33.4, 1.2, 0.42, 1, 0.77, 1, 0.01, 35, 0.084, 0.021, -1.627, 0.0048, 100000, 438778, 8.2, 11.7, 0.512, 0, 0, 0, 0.001, 
2, 11, 0, 801, 31, 4252.4, 0, 4252.4, 0, 0, 4.292, 0.00599, 3.2, 0, 0.2, 33.6, 0.2, 0.09, 1, 0.83, 1, 0.01, 85, 0.04, 0.0171, -4.253, 0.0111, 100000, 438776, 8.2, 11.7, 0.533, 0.001, 0.001, 0, 0.001, 
2, 12, 0, 361, 181, 25994.3, 28.1, 26022.4, 5.645, 0.00609, 30.923, 0.7796, 5.6, 1, 5.6, 5.6, 5.6, 0.93, 1, 0.73, 1, 0.46, 41, 4.929, 2.1124, -31.639, 1.3267, 100000, 438772, 12.4, 10.6, 0.536, 0, 0.057, 0.011, 0.068, 
2, 12, 0, 801, 161, 57896.2, 4.2, 57900.4, 0.574, 4E-05, 57.896, 4.24853, 6.1, 0.8, 0, 5.6, 0, 0, 1, 0.77, 1, 0.46, 85, 0, 0, -58.47, -4.2485, 100000, 438742, 12.4, 10.6, 0.536, 0.216, 0, 0, 0, 
2, 12, 0, 801, 156, 5558.9, 2.3, 5561.2, 0.046, 2E-05, 5.559, 2.30185, 3.7, 0.58, 0, 5.6, 0, 0, 1, 0.77, 1, 0.46, 85, 0, 0, -5.605, -2.3018, 100000, 438679, 12.4, 10.6, 0.536, 0.129, 0, 0, 0, 
2, 12, 0, 361, 156, 4870.4, 14.1, 4884.5, 0.303, 0.00088, 9.397, 0.39201, 3.5, 1, 3.5, 9.1, 3.5, 0.8, 1, 0.73, 1, 0.28, 41, 4.526, 1.9399, -5.173, 1.547, 100000, 438671, 12.4, 10.6, 0.536, 0, 0.057, 0.006, 0.062, 
2, 12, 0, 361, 151, 5982.5, 8.2, 5990.7, 0.29, 0.0004, 8.661, 0.22771, 3.8, 1, 3.8, 12.9, 3.8, 0.83, 1, 0.73, 1, 0.17, 41, 2.679, 1.148, -6.272, 0.9199, 100000, 438667, 12.4, 10.6, 0.536, 0, 0.034, 0.003, 0.037, 
2, 12, 0, 801, 141, 12144.7, 0.4, 12145.1, 0.057, 0, 12.145, 0.35574, 4.8, 0.13, 0, 12.9, 0, 0, 1, 0.77, 1, 0.17, 85, 0, 0, -12.202, -0.3557, 100000, 438662, 12.4, 10.6, 0.536, 0.026, 0, 0, 0, 
2, 12, 0, 801, 131, 132369, 0.1, 132369.1, 0.432, 0, 132.369, 0.07717, 6.3, 0.03, 0, 12.9, 0, 0, 1, 0.77, 1, 0.17, 85, 0, 0, -132.801, -0.0772, 100000, 438649, 12.4, 10.6, 0.536, 0.012, 0, 0, 0, 
