Time,EcoName,NumActiveSites,AboveGroundBiomass_3,AboveGroundBiomass_4,AboveGroundBiomass_5,AboveGroundBiomass_11,AboveGroundBiomass_15,AboveGroundBiomass_17,AboveGroundBiomass_18,AboveGroundBiomass_19,AboveGroundBiomass_20,AboveGroundBiomass_21,AboveGroundBiomass_51,AboveGroundBiomass_52,AboveGroundBiomass_58,AboveGroundBiomass_59,AboveGroundBiomass_61,AboveGroundBiomass_62,AboveGroundBiomass_63,AboveGroundBiomass_64,AboveGroundBiomass_65,AboveGroundBiomass_66,AboveGroundBiomass_68,AboveGroundBiomass_69,AboveGroundBiomass_81,AboveGroundBiomass_93,AboveGroundBiomass_96,AboveGroundBiomass_101,AboveGroundBiomass_103,AboveGroundBiomass_104,AboveGroundBiomass_106,AboveGroundBiomass_108,AboveGroundBiomass_109,AboveGroundBiomass_113,AboveGroundBiomass_114,AboveGroundBiomass_116,AboveGroundBiomass_117,AboveGroundBiomass_118,AboveGroundBiomass_119,AboveGroundBiomass_122,AboveGroundBiomass_124,AboveGroundBiomass_127,AboveGroundBiomass_133,AboveGroundBiomass_134,AboveGroundBiomass_135,AboveGroundBiomass_137,AboveGroundBiomass_140,AboveGroundBiomass_141,AboveGroundBiomass_142,AboveGroundBiomass_143,AboveGroundBiomass_201,AboveGroundBiomass_202,AboveGroundBiomass_211,AboveGroundBiomass_212,AboveGroundBiomass_242,AboveGroundBiomass_263,AboveGroundBiomass_264,AboveGroundBiomass_312,AboveGroundBiomass_313,AboveGroundBiomass_321,AboveGroundBiomass_322,AboveGroundBiomass_351,AboveGroundBiomass_352,AboveGroundBiomass_353,AboveGroundBiomass_361,AboveGroundBiomass_362,AboveGroundBiomass_375,AboveGroundBiomass_404,AboveGroundBiomass_461,AboveGroundBiomass_462,AboveGroundBiomass_463,AboveGroundBiomass_475,AboveGroundBiomass_540,AboveGroundBiomass_542,AboveGroundBiomass_544,AboveGroundBiomass_547,AboveGroundBiomass_549,AboveGroundBiomass_602,AboveGroundBiomass_603,AboveGroundBiomass_604,AboveGroundBiomass_605,AboveGroundBiomass_606,AboveGroundBiomass_631,AboveGroundBiomass_730,AboveGroundBiomass_732,AboveGroundBiomass_742,AboveGroundBiomass_745,AboveGroundBiomass_746,AboveGroundBiomass_747,AboveGroundBiomass_748,AboveGroundBiomass_749,AboveGroundBiomass_763,AboveGroundBiomass_766,AboveGroundBiomass_768,AboveGroundBiomass_801,AboveGroundBiomass_803,AboveGroundBiomass_805,AboveGroundBiomass_807,AboveGroundBiomass_810,AboveGroundBiomass_811,AboveGroundBiomass_814,AboveGroundBiomass_815,AboveGroundBiomass_818,AboveGroundBiomass_821,AboveGroundBiomass_823,AboveGroundBiomass_826,AboveGroundBiomass_827,AboveGroundBiomass_829,AboveGroundBiomass_834,AboveGroundBiomass_835,AboveGroundBiomass_838,AboveGroundBiomass_839,AboveGroundBiomass_843,AboveGroundBiomass_846,AboveGroundBiomass_847,AboveGroundBiomass_901,AboveGroundBiomass_972,AboveGroundBiomass_973,AboveGroundBiomass_974,AboveGroundBiomass_975,AboveGroundBiomass_981,AboveGroundBiomass_73,
0, eco7, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 439, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1529, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13424, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
